Entry(0): Poverty: 2.4, State: Utah, County: Morgan County, Income: 86071, Total Pop: 11014
Entry(2587): Poverty: 21.4, State: Illinois, County: Champaign County, Income: 49586, Total Pop: 207946
Entry(2588): Poverty: 21.4, State: Virginia, County: Lexington city, Income: 37309, Total Pop: 7113
Entry(2589): Poverty: 21.4, State: South Dakota, County: Charles Mix County, Income: 44104, Total Pop: 9319
Entry(2590): Poverty: 21.4, State: Michigan, County: Schoolcraft County, Income: 37428, Total Pop: 8114
Entry(2591): Poverty: 21.4, State: Kansas, County: Wyandotte County, Income: 42783, Total Pop: 163227
Entry(2592): Poverty: 21.4, State: Florida, County: Union County, Income: 37460, Total Pop: 15300
Entry(2593): Poverty: 21.4, State: Michigan, County: Houghton County, Income: 41379, Total Pop: 36333
Entry(2594): Poverty: 21.4, State: Arkansas, County: Poinsett County, Income: 37487, Total Pop: 24098
Entry(2595): Poverty: 21.4, State: Arizona, County: Graham County, Income: 48173, Total Pop: 37700
Entry(2596): Poverty: 21.4, State: Virginia, County: Prince Edward County, Income: 44147, Total Pop: 22903
Entry(2597): Poverty: 21.5, State: Virginia, County: Nottoway County, Income: 38410, Total Pop: 15537
Entry(2598): Poverty: 21.5, State: Kentucky, County: Carter County, Income: 35095, Total Pop: 27385
Entry(2599): Poverty: 21.5, State: Illinois, County: Schuyler County, Income: 47321, Total Pop: 7181
Entry(2600): Poverty: 21.5, State: Georgia, County: Johnson County, Income: 36423, Total Pop: 9800
Entry(2601): Poverty: 21.5, State: Alabama, County: DeKalb County, Income: 38842, Total Pop: 71194
Entry(2602): Poverty: 21.5, State: Tennessee, County: Hardin County, Income: 39092, Total Pop: 25813
Entry(2603): Poverty: 21.5, State: Mississippi, County: Lauderdale County, Income: 41340, Total Pop: 78221
Entry(2604): Poverty: 21.5, State: Louisiana, County: Acadia Parish, Income: 40492, Total Pop: 62607
Entry(2605): Poverty: 21.5, State: Kentucky, County: Grant County, Income: 43881, Total Pop: 24800
Entry(2606): Poverty: 21.5, State: Kentucky, County: Adair County, Income: 36575, Total Pop: 19304
Entry(2607): Poverty: 21.5, State: Alabama, County: Walker County, Income: 38872, Total Pop: 64927
Entry(2608): Poverty: 21.5, State: Virginia, County: Danville city, Income: 34951, Total Pop: 41911
Entry(2609): Poverty: 21.5, State: Virginia, County: Williamsburg city, Income: 54606, Total Pop: 14817
Entry(2610): Poverty: 21.5, State: New Mexico, County: Catron County, Income: 42047, Total Pop: 3547
Entry(2611): Poverty: 21.5, State: Arkansas, County: Clark County, Income: 37144, Total Pop: 22495
Entry(2612): Poverty: 21.5, State: Georgia, County: Worth County, Income: 40369, Total Pop: 20809
Entry(2613): Poverty: 21.5, State: Ohio, County: Morgan County, Income: 40276, Total Pop: 14773
Entry(2614): Poverty: 21.5, State: Texas, County: Somervell County, Income: 52346, Total Pop: 8650
Entry(2615): Poverty: 21.6, State: Tennessee, County: Union County, Income: 40132, Total Pop: 19176
Entry(2616): Poverty: 21.6, State: North Carolina, County: Jackson County, Income: 45078, Total Pop: 41725
Entry(2617): Poverty: 21.6, State: Missouri, County: Butler County, Income: 37878, Total Pop: 42826
Entry(2618): Poverty: 21.6, State: Mississippi, County: Jones County, Income: 38656, Total Pop: 68328
Entry(2619): Poverty: 21.6, State: Ohio, County: Highland County, Income: 42333, Total Pop: 43031
Entry(2620): Poverty: 21.6, State: Tennessee, County: McNairy County, Income: 34353, Total Pop: 25945
Entry(2621): Poverty: 21.6, State: Georgia, County: Spalding County, Income: 42398, Total Pop: 64192
Entry(2622): Poverty: 21.6, State: Tennessee, County: Warren County, Income: 36765, Total Pop: 40210
Entry(2623): Poverty: 21.6, State: Florida, County: Jackson County, Income: 36944, Total Pop: 48571
Entry(2624): Poverty: 21.6, State: New Mexico, County: Quay County, Income: 26663, Total Pop: 8447
Entry(2625): Poverty: 21.6, State: Virginia, County: Roanoke city, Income: 41483, Total Pop: 99572
Entry(2626): Poverty: 21.7, State: Texas, County: El Paso County, Income: 43244, Total Pop: 834825
Entry(2627): Poverty: 21.7, State: South Dakota, County: Lyman County, Income: 47113, Total Pop: 3882
Entry(2628): Poverty: 21.7, State: Georgia, County: Muscogee County, Income: 43239, Total Pop: 198647
Entry(2629): Poverty: 21.7, State: Texas, County: Potter County, Income: 41852, Total Pop: 121230
Entry(2630): Poverty: 21.8, State: Virginia, County: Cumberland County, Income: 43020, Total Pop: 9797
Entry(2631): Poverty: 21.8, State: Georgia, County: Brantley County, Income: 36812, Total Pop: 18411
Entry(2632): Poverty: 21.8, State: Oklahoma, County: Ottawa County, Income: 38472, Total Pop: 31725
Entry(2633): Poverty: 21.8, State: Arizona, County: Santa Cruz County, Income: 39630, Total Pop: 46358
Entry(2634): Poverty: 21.8, State: South Carolina, County: Chester County, Income: 37421, Total Pop: 32424
Entry(2635): Poverty: 21.8, State: Georgia, County: Wilcox County, Income: 35457, Total Pop: 8896
Entry(2636): Poverty: 21.8, State: Georgia, County: Pulaski County, Income: 38750, Total Pop: 11396
Entry(2637): Poverty: 21.8, State: Washington, County: Okanogan County, Income: 42598, Total Pop: 41377
Entry(2638): Poverty: 21.8, State: Louisiana, County: Catahoula Parish, Income: 34470, Total Pop: 10044
Entry(2639): Poverty: 21.9, State: Tennessee, County: Rhea County, Income: 39368, Total Pop: 32478
Entry(2640): Poverty: 21.9, State: Arkansas, County: Franklin County, Income: 39472, Total Pop: 17803
Entry(2641): Poverty: 21.9, State: Arizona, County: Gila County, Income: 41179, Total Pop: 53145
Entry(2642): Poverty: 21.9, State: Georgia, County: Greene County, Income: 45069, Total Pop: 16732
Entry(2643): Poverty: 21.9, State: Georgia, County: Clayton County, Income: 44106, Total Pop: 274150
Entry(2644): Poverty: 21.9, State: Oklahoma, County: Muskogee County, Income: 41329, Total Pop: 69471
Entry(2645): Poverty: 21.9, State: North Carolina, County: Hoke County, Income: 45713, Total Pop: 52571
Entry(2646): Poverty: 21.9, State: New York, County: Kings County, Income: 52782, Total Pop: 2635121
Entry(2647): Poverty: 21.9, State: Florida, County: Levy County, Income: 36554, Total Pop: 39713
Entry(2648): Poverty: 21.9, State: Louisiana, County: Tangipahoa Parish, Income: 45901, Total Pop: 128850
Entry(2649): Poverty: 22.0, State: New Mexico, County: Grant County, Income: 40470, Total Pop: 28382
Entry(2650): Poverty: 22.0, State: Louisiana, County: West Carroll Parish, Income: 37304, Total Pop: 11274
Entry(2651): Poverty: 22.0, State: Alabama, County: Washington County, Income: 42185, Total Pop: 16746
Entry(2652): Poverty: 22.0, State: Louisiana, County: Union Parish, Income: 38916, Total Pop: 22537
Entry(2653): Poverty: 22.0, State: Kentucky, County: Butler County, Income: 39362, Total Pop: 12735
Entry(2654): Poverty: 22.0, State: Kansas, County: Riley County, Income: 48428, Total Pop: 75696
Entry(2655): Poverty: 22.0, State: Iowa, County: Story County, Income: 52671, Total Pop: 95888
Entry(2656): Poverty: 22.0, State: North Carolina, County: Bertie County, Income: 31287, Total Pop: 19913
Entry(2657): Poverty: 22.0, State: New Mexico, County: Valencia County, Income: 43428, Total Pop: 75845
Entry(2658): Poverty: 22.0, State: South Carolina, County: Cherokee County, Income: 35286, Total Pop: 56549
Entry(2659): Poverty: 22.0, State: Alabama, County: Lee County, Income: 47564, Total Pop: 156597
Entry(2660): Poverty: 22.1, State: Tennessee, County: Lewis County, Income: 37092, Total Pop: 11944
Entry(2661): Poverty: 22.1, State: Texas, County: Kimble County, Income: 41095, Total Pop: 4432
Entry(2662): Poverty: 22.1, State: Oklahoma, County: Tillman County, Income: 40728, Total Pop: 7591
Entry(2663): Poverty: 22.1, State: California, County: Madera County, Income: 48210, Total Pop: 154440
Entry(2664): Poverty: 22.1, State: Mississippi, County: Neshoba County, Income: 36755, Total Pop: 29437
Entry(2665): Poverty: 22.1, State: West Virginia, County: Braxton County, Income: 41266, Total Pop: 14345
Entry(2666): Poverty: 22.2, State: Georgia, County: Schley County, Income: 41267, Total Pop: 5168
Entry(2667): Poverty: 22.2, State: Texas, County: Hall County, Income: 31324, Total Pop: 3102
Entry(2668): Poverty: 22.2, State: West Virginia, County: Wyoming County, Income: 37644, Total Pop: 22130
Entry(2669): Poverty: 22.2, State: Texas, County: Swisher County, Income: 37883, Total Pop: 7541
Entry(2670): Poverty: 22.2, State: Georgia, County: Dodge County, Income: 35290, Total Pop: 21063
Entry(2671): Poverty: 22.2, State: Missouri, County: St. Clair County, Income: 35066, Total Pop: 9396
Entry(2672): Poverty: 22.2, State: Oklahoma, County: Le Flore County, Income: 39253, Total Pop: 49860
Entry(2673): Poverty: 22.3, State: Illinois, County: McDonough County, Income: 42911, Total Pop: 31597
Entry(2674): Poverty: 22.3, State: Virginia, County: Lynchburg city, Income: 41971, Total Pop: 79237
Entry(2675): Poverty: 22.3, State: North Carolina, County: Lenoir County, Income: 37515, Total Pop: 57934
Entry(2676): Poverty: 22.3, State: Idaho, County: Camas County, Income: 36667, Total Pop: 886
Entry(2677): Poverty: 22.3, State: North Carolina, County: Warren County, Income: 35443, Total Pop: 20190
Entry(2678): Poverty: 22.3, State: Texas, County: Bailey County, Income: 43523, Total Pop: 7098
Entry(2679): Poverty: 22.3, State: Tennessee, County: Jackson County, Income: 33933, Total Pop: 11573
Entry(2680): Poverty: 22.3, State: Florida, County: Okeechobee County, Income: 39059, Total Pop: 40228
Entry(2681): Poverty: 22.3, State: Arkansas, County: Clay County, Income: 32219, Total Pop: 15190
Entry(2682): Poverty: 22.3, State: Alabama, County: Choctaw County, Income: 32122, Total Pop: 13188
Entry(2683): Poverty: 22.3, State: South Carolina, County: Colleton County, Income: 34996, Total Pop: 37581
Entry(2684): Poverty: 22.3, State: Tennessee, County: Benton County, Income: 33702, Total Pop: 16154
Entry(2685): Poverty: 22.3, State: Texas, County: Marion County, Income: 36938, Total Pop: 10140
Entry(2686): Poverty: 22.4, State: Georgia, County: Elbert County, Income: 35207, Total Pop: 19288
Entry(2687): Poverty: 22.4, State: Maryland, County: Baltimore city, Income: 46641, Total Pop: 619796
Entry(2688): Poverty: 22.4, State: Kentucky, County: Calloway County, Income: 39269, Total Pop: 38616
Entry(2689): Poverty: 22.4, State: Tennessee, County: Claiborne County, Income: 35428, Total Pop: 31566
Entry(2690): Poverty: 22.5, State: West Virginia, County: Logan County, Income: 37859, Total Pop: 34428
Entry(2691): Poverty: 22.5, State: Mississippi, County: Prentiss County, Income: 32854, Total Pop: 25389
Entry(2692): Poverty: 22.5, State: Michigan, County: Mecosta County, Income: 43470, Total Pop: 43181
Entry(2693): Poverty: 22.5, State: Idaho, County: Latah County, Income: 43310, Total Pop: 38697
Entry(2694): Poverty: 22.5, State: Georgia, County: Chattooga County, Income: 35718, Total Pop: 24880
Entry(2695): Poverty: 22.5, State: West Virginia, County: Barbour County, Income: 37516, Total Pop: 16790
Entry(2696): Poverty: 22.5, State: Maryland, County: Somerset County, Income: 39239, Total Pop: 25801
Entry(2697): Poverty: 22.5, State: Arkansas, County: Sebastian County, Income: 40932, Total Pop: 127362
Entry(2698): Poverty: 22.5, State: Arkansas, County: Johnson County, Income: 35758, Total Pop: 26155
Entry(2699): Poverty: 22.5, State: Alabama, County: Geneva County, Income: 39293, Total Pop: 26572
Entry(2700): Poverty: 22.5, State: New Mexico, County: Curry County, Income: 41941, Total Pop: 50283
Entry(2701): Poverty: 22.5, State: Ohio, County: Meigs County, Income: 42105, Total Pop: 23234
Entry(2702): Poverty: 22.6, State: Texas, County: Erath County, Income: 47013, Total Pop: 41016
Entry(2703): Poverty: 22.6, State: Mississippi, County: Attala County, Income: 33815, Total Pop: 18731
Entry(2704): Poverty: 22.6, State: Tennessee, County: Decatur County, Income: 36427, Total Pop: 11681
Entry(2705): Poverty: 22.6, State: South Carolina, County: Jasper County, Income: 39740, Total Pop: 27465
Entry(2706): Poverty: 22.6, State: Missouri, County: Cedar County, Income: 35930, Total Pop: 13862
Entry(2707): Poverty: 22.6, State: Missouri, County: Nodaway County, Income: 41370, Total Pop: 22744
Entry(2708): Poverty: 22.6, State: Mississippi, County: Yalobusha County, Income: 37647, Total Pop: 12426
Entry(2709): Poverty: 22.6, State: California, County: Kern County, Income: 50826, Total Pop: 878744
Entry(2710): Poverty: 22.6, State: Georgia, County: Screven County, Income: 36556, Total Pop: 14037
Entry(2711): Poverty: 22.7, State: Virginia, County: Charlotte County, Income: 38350, Total Pop: 12176
Entry(2712): Poverty: 22.7, State: North Carolina, County: Anson County, Income: 38123, Total Pop: 25531
Entry(2713): Poverty: 22.7, State: Oklahoma, County: Seminole County, Income: 37741, Total Pop: 25246
Entry(2714): Poverty: 22.7, State: Minnesota, County: Mahnomen County, Income: 42439, Total Pop: 5500
Entry(2715): Poverty: 22.7, State: South Carolina, County: Darlington County, Income: 36217, Total Pop: 67572
Entry(2716): Poverty: 22.7, State: South Carolina, County: Abbeville County, Income: 35254, Total Pop: 24788
Entry(2717): Poverty: 22.7, State: New Mexico, County: De Baca County, Income: 31439, Total Pop: 2016
Entry(2718): Poverty: 22.7, State: Georgia, County: Upson County, Income: 35375, Total Pop: 26241
Entry(2719): Poverty: 22.7, State: Georgia, County: Meriwether County, Income: 36368, Total Pop: 21152
Entry(2720): Poverty: 22.8, State: Georgia, County: Quitman County, Income: 26750, Total Pop: 2140
Entry(2721): Poverty: 22.8, State: Mississippi, County: Amite County, Income: 30129, Total Pop: 12574
Entry(2722): Poverty: 22.8, State: California, County: Lake County, Income: 40446, Total Pop: 64095
Entry(2723): Poverty: 22.8, State: Mississippi, County: Jasper County, Income: 35271, Total Pop: 16547
Entry(2724): Poverty: 22.8, State: Mississippi, County: Tippah County, Income: 39351, Total Pop: 21993
Entry(2725): Poverty: 22.8, State: North Carolina, County: Chowan County, Income: 41979, Total Pop: 14370
Entry(2726): Poverty: 22.9, State: Mississippi, County: Chickasaw County, Income: 33579, Total Pop: 17305
Entry(2727): Poverty: 22.9, State: Colorado, County: Otero County, Income: 35051, Total Pop: 18325
Entry(2728): Poverty: 22.9, State: Missouri, County: Howell County, Income: 34984, Total Pop: 40139
Entry(2729): Poverty: 22.9, State: Alabama, County: Pickens County, Income: 36220, Total Pop: 20170
Entry(2730): Poverty: 22.9, State: Texas, County: Delta County, Income: 42642, Total Pop: 5172
Entry(2731): Poverty: 22.9, State: Tennessee, County: Morgan County, Income: 40707, Total Pop: 21639
Entry(2732): Poverty: 22.9, State: Kentucky, County: Barren County, Income: 39658, Total Pop: 43418
Entry(2733): Poverty: 22.9, State: Missouri, County: Dade County, Income: 38880, Total Pop: 7581
Entry(2734): Poverty: 22.9, State: Kentucky, County: Union County, Income: 42139, Total Pop: 14915
Entry(2735): Poverty: 23.0, State: Wyoming, County: Albany County, Income: 45816, Total Pop: 37944
Entry(2736): Poverty: 23.0, State: Kentucky, County: Montgomery County, Income: 42172, Total Pop: 27550
Entry(2737): Poverty: 23.0, State: Alabama, County: Franklin County, Income: 39501, Total Pop: 31507
Entry(2738): Poverty: 23.0, State: Tennessee, County: Obion County, Income: 38063, Total Pop: 30659
Entry(2739): Poverty: 23.0, State: Georgia, County: Bleckley County, Income: 40688, Total Pop: 12779
Entry(2740): Poverty: 23.0, State: Texas, County: Jim Wells County, Income: 41103, Total Pop: 41318
Entry(2741): Poverty: 23.0, State: Tennessee, County: Fentress County, Income: 32616, Total Pop: 17940
Entry(2742): Poverty: 23.0, State: Mississippi, County: Newton County, Income: 37643, Total Pop: 21437
Entry(2743): Poverty: 23.0, State: Georgia, County: Lincoln County, Income: 37711, Total Pop: 7768
Entry(2744): Poverty: 23.0, State: Arkansas, County: Fulton County, Income: 36051, Total Pop: 12092
Entry(2745): Poverty: 23.0, State: Arkansas, County: Nevada County, Income: 36995, Total Pop: 8528
Entry(2746): Poverty: 23.0, State: North Carolina, County: Vance County, Income: 35246, Total Pop: 44420
Entry(2747): Poverty: 23.0, State: Virginia, County: Dickenson County, Income: 29916, Total Pop: 15181
Entry(2748): Poverty: 23.1, State: Georgia, County: Marion County, Income: 39015, Total Pop: 8558
Entry(2749): Poverty: 23.1, State: Washington, County: Adams County, Income: 48131, Total Pop: 19261
Entry(2750): Poverty: 23.1, State: Texas, County: Shelby County, Income: 38121, Total Pop: 25689
Entry(2751): Poverty: 23.1, State: Kentucky, County: Metcalfe County, Income: 35594, Total Pop: 9990
Entry(2752): Poverty: 23.1, State: Kentucky, County: Hart County, Income: 37315, Total Pop: 18531
Entry(2753): Poverty: 23.1, State: Alabama, County: Lamar County, Income: 36016, Total Pop: 14021
Entry(2754): Poverty: 23.1, State: Tennessee, County: Lauderdale County, Income: 35551, Total Pop: 26497
Entry(2755): Poverty: 23.1, State: Mississippi, County: Covington County, Income: 36471, Total Pop: 19172
Entry(2756): Poverty: 23.1, State: Kentucky, County: Taylor County, Income: 36455, Total Pop: 25406
Entry(2757): Poverty: 23.1, State: Georgia, County: Charlton County, Income: 43257, Total Pop: 12963
Entry(2758): Poverty: 23.2, State: Georgia, County: Bacon County, Income: 38824, Total Pop: 11279
Entry(2759): Poverty: 23.2, State: West Virginia, County: Wetzel County, Income: 40694, Total Pop: 15793
Entry(2760): Poverty: 23.2, State: South Carolina, County: Orangeburg County, Income: 34943, Total Pop: 89116
Entry(2761): Poverty: 23.2, State: Kentucky, County: Wayne County, Income: 33715, Total Pop: 20692
Entry(2762): Poverty: 23.2, State: California, County: Del Norte County, Income: 41287, Total Pop: 27442
Entry(2763): Poverty: 23.2, State: West Virginia, County: Cabell County, Income: 37816, Total Pop: 96100
Entry(2764): Poverty: 23.2, State: Georgia, County: Dooly County, Income: 33389, Total Pop: 14053
Entry(2765): Poverty: 23.3, State: South Carolina, County: Clarendon County, Income: 35838, Total Pop: 34156
Entry(2766): Poverty: 23.3, State: Georgia, County: Wilkinson County, Income: 38711, Total Pop: 9147
Entry(2767): Poverty: 23.3, State: California, County: Merced County, Income: 46338, Total Pop: 267390
Entry(2768): Poverty: 23.3, State: Tennessee, County: Putnam County, Income: 37802, Total Pop: 75565
Entry(2769): Poverty: 23.3, State: Arkansas, County: Sharp County, Income: 31792, Total Pop: 17041
Entry(2770): Poverty: 23.3, State: Idaho, County: Owyhee County, Income: 36092, Total Pop: 11384
Entry(2771): Poverty: 23.3, State: Georgia, County: Miller County, Income: 37255, Total Pop: 5884
Entry(2772): Poverty: 23.3, State: Florida, County: Alachua County, Income: 45478, Total Pop: 259865
Entry(2773): Poverty: 23.3, State: Missouri, County: Hickory County, Income: 34746, Total Pop: 9352
Entry(2774): Poverty: 23.3, State: North Carolina, County: Hertford County, Income: 35806, Total Pop: 24262
Entry(2775): Poverty: 23.4, State: Missouri, County: Wayne County, Income: 35135, Total Pop: 13369
Entry(2776): Poverty: 23.4, State: Missouri, County: Ripley County, Income: 33849, Total Pop: 13807
Entry(2777): Poverty: 23.4, State: Louisiana, County: Caddo Parish, Income: 40391, Total Pop: 251069
Entry(2778): Poverty: 23.5, State: New Mexico, County: Colfax County, Income: 33042, Total Pop: 12522
Entry(2779): Poverty: 23.5, State: Georgia, County: Butts County, Income: 39655, Total Pop: 23556
Entry(2780): Poverty: 23.5, State: Kentucky, County: Monroe County, Income: 35665, Total Pop: 10645
Entry(2781): Poverty: 23.5, State: Arkansas, County: Crittenden County, Income: 38558, Total Pop: 49278
Entry(2782): Poverty: 23.6, State: North Carolina, County: Columbus County, Income: 36261, Total Pop: 56589
Entry(2783): Poverty: 23.6, State: Mississippi, County: Lincoln County, Income: 37308, Total Pop: 34542
Entry(2784): Poverty: 23.6, State: Michigan, County: Clare County, Income: 35913, Total Pop: 30597
Entry(2785): Poverty: 23.6, State: Georgia, County: Brooks County, Income: 34890, Total Pop: 15629
Entry(2786): Poverty: 23.6, State: Oklahoma, County: McCurtain County, Income: 34250, Total Pop: 33026
Entry(2787): Poverty: 23.7, State: Texas, County: Kleberg County, Income: 41700, Total Pop: 31540
Entry(2788): Poverty: 23.7, State: South Dakota, County: Beadle County, Income: 48995, Total Pop: 18163
Entry(2789): Poverty: 23.7, State: Georgia, County: Tattnall County, Income: 36355, Total Pop: 25402
Entry(2790): Poverty: 23.7, State: Florida, County: Dixie County, Income: 35910, Total Pop: 16323
Entry(2791): Poverty: 23.7, State: Michigan, County: Wayne County, Income: 43702, Total Pop: 1763822
Entry(2792): Poverty: 23.7, State: Louisiana, County: Avoyelles Parish, Income: 36763, Total Pop: 41095
Entry(2793): Poverty: 23.7, State: Georgia, County: Berrien County, Income: 38297, Total Pop: 19014
Entry(2794): Poverty: 23.7, State: Mississippi, County: Warren County, Income: 41635, Total Pop: 47510
Entry(2795): Poverty: 23.8, State: Virginia, County: Montgomery County, Income: 53424, Total Pop: 97692
Entry(2796): Poverty: 23.8, State: South Carolina, County: Chesterfield County, Income: 38469, Total Pop: 46127
Entry(2797): Poverty: 23.8, State: Ohio, County: Adams County, Income: 36320, Total Pop: 27926
Entry(2798): Poverty: 23.8, State: California, County: Imperial County, Income: 44779, Total Pop: 179957
Entry(2799): Poverty: 23.8, State: Arkansas, County: Lafayette County, Income: 32500, Total Pop: 7051
Entry(2800): Poverty: 23.8, State: Kentucky, County: Lincoln County, Income: 37930, Total Pop: 24413
Entry(2801): Poverty: 23.8, State: Alabama, County: Escambia County, Income: 35026, Total Pop: 37621
Entry(2802): Poverty: 23.9, State: Oklahoma, County: Kiowa County, Income: 38191, Total Pop: 9127
Entry(2803): Poverty: 23.9, State: Georgia, County: Coffee County, Income: 36572, Total Pop: 43048
Entry(2804): Poverty: 23.9, State: Mississippi, County: Hinds County, Income: 41011, Total Pop: 243249
Entry(2805): Poverty: 23.9, State: Ohio, County: Scioto County, Income: 38978, Total Pop: 76871
Entry(2806): Poverty: 24.0, State: Kentucky, County: Bath County, Income: 38763, Total Pop: 12189
Entry(2807): Poverty: 24.0, State: Virginia, County: Martinsville city, Income: 33545, Total Pop: 13256
Entry(2808): Poverty: 24.1, State: Missouri, County: New Madrid County, Income: 33846, Total Pop: 18030
Entry(2809): Poverty: 24.1, State: Georgia, County: Decatur County, Income: 36934, Total Pop: 27023
Entry(2810): Poverty: 24.1, State: North Carolina, County: Washington County, Income: 34557, Total Pop: 12331
Entry(2811): Poverty: 24.1, State: Kentucky, County: Powell County, Income: 34647, Total Pop: 12349
Entry(2812): Poverty: 24.1, State: Kentucky, County: Johnson County, Income: 35629, Total Pop: 23064
Entry(2813): Poverty: 24.2, State: South Carolina, County: Greenwood County, Income: 39196, Total Pop: 69981
Entry(2814): Poverty: 24.2, State: Arkansas, County: Stone County, Income: 33091, Total Pop: 12443
Entry(2815): Poverty: 24.2, State: Georgia, County: Cook County, Income: 35539, Total Pop: 17190
Entry(2816): Poverty: 24.2, State: Mississippi, County: Grenada County, Income: 34876, Total Pop: 21379
Entry(2817): Poverty: 24.2, State: Idaho, County: Clark County, Income: 31927, Total Pop: 1055
Entry(2818): Poverty: 24.2, State: Georgia, County: Richmond County, Income: 39430, Total Pop: 201568
Entry(2819): Poverty: 24.3, State: Texas, County: Walker County, Income: 41456, Total Pop: 70818
Entry(2820): Poverty: 24.3, State: North Carolina, County: Pitt County, Income: 43526, Total Pop: 176484
Entry(2821): Poverty: 24.3, State: Mississippi, County: Wayne County, Income: 35215, Total Pop: 20458
Entry(2822): Poverty: 24.3, State: North Carolina, County: Sampson County, Income: 37765, Total Pop: 63664
Entry(2823): Poverty: 24.3, State: Mississippi, County: Copiah County, Income: 38046, Total Pop: 28748
Entry(2824): Poverty: 24.4, State: West Virginia, County: Boone County, Income: 37955, Total Pop: 23236
Entry(2825): Poverty: 24.4, State: Georgia, County: Toombs County, Income: 35750, Total Pop: 27160
Entry(2826): Poverty: 24.4, State: Florida, County: Gadsden County, Income: 39830, Total Pop: 46113
Entry(2827): Poverty: 24.4, State: Arkansas, County: Drew County, Income: 36092, Total Pop: 18620
Entry(2828): Poverty: 24.4, State: Alabama, County: Butler County, Income: 36326, Total Pop: 20126
Entry(2829): Poverty: 24.4, State: Texas, County: San Augustine County, Income: 32394, Total Pop: 8403
Entry(2830): Poverty: 24.5, State: Texas, County: Maverick County, Income: 37734, Total Pop: 57471
Entry(2831): Poverty: 24.5, State: Louisiana, County: Ouachita Parish, Income: 40081, Total Pop: 156433
Entry(2832): Poverty: 24.5, State: Colorado, County: Bent County, Income: 32500, Total Pop: 5806
Entry(2833): Poverty: 24.5, State: Virginia, County: Charlottesville city, Income: 54739, Total Pop: 46487
Entry(2834): Poverty: 24.5, State: Texas, County: Cottle County, Income: 33534, Total Pop: 1498
Entry(2835): Poverty: 24.5, State: North Carolina, County: Bladen County, Income: 32396, Total Pop: 34130
Entry(2836): Poverty: 24.5, State: Georgia, County: Irwin County, Income: 34677, Total Pop: 9278
Entry(2837): Poverty: 24.5, State: Florida, County: Hardee County, Income: 39063, Total Pop: 27326
Entry(2838): Poverty: 24.5, State: Tennessee, County: Carter County, Income: 34625, Total Pop: 56500
Entry(2839): Poverty: 24.5, State: Kentucky, County: Lawrence County, Income: 32703, Total Pop: 15844
Entry(2840): Poverty: 24.5, State: Mississippi, County: Choctaw County, Income: 34542, Total Pop: 8360
Entry(2841): Poverty: 24.5, State: South Carolina, County: Bamberg County, Income: 32330, Total Pop: 14842
Entry(2842): Poverty: 24.6, State: Oklahoma, County: Sequoyah County, Income: 37455, Total Pop: 41364
Entry(2843): Poverty: 24.6, State: North Carolina, County: Edgecombe County, Income: 32929, Total Pop: 54032
Entry(2844): Poverty: 24.6, State: Colorado, County: Crowley County, Income: 35292, Total Pop: 5514
Entry(2845): Poverty: 24.6, State: Kentucky, County: Laurel County, Income: 37235, Total Pop: 59901
Entry(2846): Poverty: 24.7, State: South Dakota, County: Clay County, Income: 41773, Total Pop: 13907
Entry(2847): Poverty: 24.7, State: Indiana, County: Monroe County, Income: 45689, Total Pop: 144436
Entry(2848): Poverty: 24.7, State: Georgia, County: Appling County, Income: 37089, Total Pop: 18471
Entry(2849): Poverty: 24.7, State: Arkansas, County: Jefferson County, Income: 37630, Total Pop: 71373
Entry(2850): Poverty: 24.7, State: Texas, County: Houston County, Income: 33552, Total Pop: 22849
Entry(2851): Poverty: 24.8, State: Georgia, County: Ware County, Income: 36962, Total Pop: 35688
Entry(2852): Poverty: 24.8, State: Texas, County: Kenedy County, Income: 24800, Total Pop: 564
Entry(2853): Poverty: 24.8, State: Texas, County: Cochran County, Income: 37500, Total Pop: 2932
Entry(2854): Poverty: 24.8, State: Louisiana, County: LaSalle Parish, Income: 34712, Total Pop: 14930
Entry(2855): Poverty: 24.9, State: Alaska, County: Nome Census Area, Income: 53821, Total Pop: 9869
Entry(2856): Poverty: 24.9, State: West Virginia, County: Lincoln County, Income: 37075, Total Pop: 21241
Entry(2857): Poverty: 24.9, State: Louisiana, County: Webster Parish, Income: 30891, Total Pop: 40043
Entry(2858): Poverty: 24.9, State: Texas, County: Nacogdoches County, Income: 41482, Total Pop: 65411
Entry(2859): Poverty: 25.0, State: Michigan, County: Lake County, Income: 32309, Total Pop: 11669
Entry(2860): Poverty: 25.0, State: Georgia, County: Lowndes County, Income: 39911, Total Pop: 113941
Entry(2861): Poverty: 25.0, State: West Virginia, County: Gilmer County, Income: 37175, Total Pop: 8305
Entry(2862): Poverty: 25.0, State: Tennessee, County: Cocke County, Income: 32027, Total Pop: 35262
Entry(2863): Poverty: 25.0, State: Missouri, County: St. Louis city, Income: 38664, Total Pop: 314867
Entry(2864): Poverty: 25.0, State: Missouri, County: Wright County, Income: 31290, Total Pop: 18304
Entry(2865): Poverty: 25.1, State: Arkansas, County: Jackson County, Income: 32783, Total Pop: 17429
Entry(2866): Poverty: 25.1, State: Arkansas, County: Columbia County, Income: 37072, Total Pop: 23992
Entry(2867): Poverty: 25.1, State: Mississippi, County: Leake County, Income: 35578, Total Pop: 22936
