Entry(0): Income 11680, State: Puerto Rico, County: Adjuntas Municipio, Total Pop: 18525, Poverty: 64.1
Entry(2597): Income 58093, State: Nebraska, County: Wayne County, Total Pop: 9409, Poverty: 13.5
Entry(2598): Income 58125, State: Nebraska, County: Perkins County, Total Pop: 2904, Poverty: 4.8
Entry(2599): Income 58139, State: New Hampshire, County: Carroll County, Total Pop: 47524, Poverty: 9.2
Entry(2600): Income 58167, State: Texas, County: Gaines County, Total Pop: 19889, Poverty: 11.0
Entry(2601): Income 58175, State: Michigan, County: Macomb County, Total Pop: 864019, Poverty: 11.8
Entry(2602): Income 58198, State: Minnesota, County: Pope County, Total Pop: 10932, Poverty: 7.9
Entry(2603): Income 58229, State: Michigan, County: Grand Traverse County, Total Pop: 91222, Poverty: 9.7
Entry(2604): Income 58260, State: Maryland, County: Washington County, Total Pop: 149546, Poverty: 12.8
Entry(2605): Income 58267, State: Pennsylvania, County: Franklin County, Total Pop: 153003, Poverty: 10.4
Entry(2606): Income 58271, State: Illinois, County: Logan County, Total Pop: 29488, Poverty: 9.2
Entry(2607): Income 58319, State: Illinois, County: Lee County, Total Pop: 34670, Poverty: 11.8
Entry(2608): Income 58334, State: Wisconsin, County: Racine County, Total Pop: 195101, Poverty: 11.9
Entry(2609): Income 58336, State: Indiana, County: LaGrange County, Total Pop: 38720, Poverty: 9.1
Entry(2610): Income 58343, State: Illinois, County: DeKalb County, Total Pop: 104473, Poverty: 18.1
Entry(2611): Income 58357, State: North Dakota, County: Dickey County, Total Pop: 5041, Poverty: 6.3
Entry(2612): Income 58359, State: Indiana, County: Ohio County, Total Pop: 5911, Poverty: 5.0
Entry(2613): Income 58365, State: New York, County: Madison County, Total Pop: 71760, Poverty: 11.1
Entry(2614): Income 58391, State: Iowa, County: Jones County, Total Pop: 20468, Poverty: 9.1
Entry(2615): Income 58392, State: Oregon, County: Yamhill County, Total Pop: 102366, Poverty: 13.7
Entry(2616): Income 58401, State: Wisconsin, County: Walworth County, Total Pop: 102917, Poverty: 12.4
Entry(2617): Income 58467, State: South Dakota, County: Lake County, Total Pop: 12350, Poverty: 15.5
Entry(2618): Income 58487, State: Michigan, County: Allegan County, Total Pop: 114145, Poverty: 10.8
Entry(2619): Income 58500, State: Texas, County: Blanco County, Total Pop: 11089, Poverty: 10.8
Entry(2620): Income 58504, State: Texas, County: Jackson County, Total Pop: 14756, Poverty: 13.7
Entry(2621): Income 58535, State: Virginia, County: Amelia County, Total Pop: 12802, Poverty: 13.0
Entry(2622): Income 58580, State: Arizona, County: Maricopa County, Total Pop: 4155501, Poverty: 15.7
Entry(2623): Income 58595, State: Nevada, County: Washoe County, Total Pop: 445551, Poverty: 13.3
Entry(2624): Income 58603, State: Missouri, County: Lincoln County, Total Pop: 54800, Poverty: 13.2
Entry(2625): Income 58625, State: Nebraska, County: Loup County, Total Pop: 537, Poverty: 8.9
Entry(2626): Income 58640, State: Nebraska, County: Douglas County, Total Pop: 549706, Poverty: 13.5
Entry(2627): Income 58662, State: Kansas, County: Coffey County, Total Pop: 8328, Poverty: 11.3
Entry(2628): Income 58667, State: Minnesota, County: Douglas County, Total Pop: 36891, Poverty: 8.4
Entry(2629): Income 58674, State: Kentucky, County: Kenton County, Total Pop: 163987, Poverty: 12.9
Entry(2630): Income 58679, State: Nebraska, County: Platte County, Total Pop: 32875, Poverty: 8.6
Entry(2631): Income 58685, State: South Carolina, County: Dorchester County, Total Pop: 151716, Poverty: 11.8
Entry(2632): Income 58687, State: Illinois, County: Sangamon County, Total Pop: 198134, Poverty: 15.6
Entry(2633): Income 58708, State: Alaska, County: Dillingham Census Area, Total Pop: 4974, Poverty: 16.6
Entry(2634): Income 58728, State: Ohio, County: Holmes County, Total Pop: 43808, Poverty: 12.0
Entry(2635): Income 58750, State: Idaho, County: Caribou County, Total Pop: 6862, Poverty: 9.4
Entry(2636): Income 58767, State: North Dakota, County: Bottineau County, Total Pop: 6651, Poverty: 8.6
Entry(2637): Income 58770, State: Nebraska, County: Cheyenne County, Total Pop: 10012, Poverty: 10.9
Entry(2638): Income 58788, State: Texas, County: Calhoun County, Total Pop: 21821, Poverty: 15.8
Entry(2639): Income 58794, State: South Dakota, County: Kingsbury County, Total Pop: 5000, Poverty: 9.5
Entry(2640): Income 58835, State: Utah, County: Box Elder County, Total Pop: 52182, Poverty: 10.2
Entry(2641): Income 58835, State: Idaho, County: Blaine County, Total Pop: 21583, Poverty: 14.8
Entry(2642): Income 58874, State: Minnesota, County: Carlton County, Total Pop: 35408, Poverty: 12.1
Entry(2643): Income 58882, State: Minnesota, County: Steele County, Total Pop: 36612, Poverty: 9.9
Entry(2644): Income 58935, State: Kansas, County: Jefferson County, Total Pop: 18856, Poverty: 8.3
Entry(2645): Income 58947, State: Kansas, County: Wabaunsee County, Total Pop: 6918, Poverty: 6.1
Entry(2646): Income 58950, State: Indiana, County: Warren County, Total Pop: 8269, Poverty: 9.5
Entry(2647): Income 58985, State: Arkansas, County: Saline County, Total Pop: 116252, Poverty: 8.0
Entry(2648): Income 59081, State: Texas, County: Wise County, Total Pop: 63247, Poverty: 13.0
Entry(2649): Income 59113, State: West Virginia, County: Putnam County, Total Pop: 56644, Poverty: 9.3
Entry(2650): Income 59133, State: Oklahoma, County: Logan County, Total Pop: 45326, Poverty: 13.2
Entry(2651): Income 59150, State: Iowa, County: Dubuque County, Total Pop: 96571, Poverty: 11.9
Entry(2652): Income 59152, State: Oregon, County: Deschutes County, Total Pop: 175321, Poverty: 12.1
Entry(2653): Income 59157, State: Iowa, County: Washington County, Total Pop: 22095, Poverty: 9.1
Entry(2654): Income 59185, State: Texas, County: Bastrop County, Total Pop: 80306, Poverty: 13.3
Entry(2655): Income 59210, State: Oklahoma, County: Wagoner County, Total Pop: 76830, Poverty: 10.7
Entry(2656): Income 59215, State: Wisconsin, County: Jefferson County, Total Pop: 84586, Poverty: 9.8
Entry(2657): Income 59244, State: Michigan, County: Eaton County, Total Pop: 108586, Poverty: 10.9
Entry(2658): Income 59263, State: Washington, County: Skagit County, Total Pop: 121725, Poverty: 14.3
Entry(2659): Income 59285, State: New Mexico, County: Lea County, Total Pop: 69505, Poverty: 16.1
Entry(2660): Income 59292, State: Indiana, County: Brown County, Total Pop: 15007, Poverty: 10.6
Entry(2661): Income 59305, State: Texas, County: Medina County, Total Pop: 48548, Poverty: 12.7
Entry(2662): Income 59309, State: Pennsylvania, County: Washington County, Total Pop: 207661, Poverty: 9.7
Entry(2663): Income 59312, State: Utah, County: Millard County, Total Pop: 12651, Poverty: 11.6
Entry(2664): Income 59333, State: Georgia, County: Douglas County, Total Pop: 140152, Poverty: 14.2
Entry(2665): Income 59348, State: Iowa, County: Buchanan County, Total Pop: 21101, Poverty: 7.8
Entry(2666): Income 59394, State: South Carolina, County: York County, Total Pop: 251664, Poverty: 12.3
Entry(2667): Income 59397, State: Montana, County: Gallatin County, Total Pop: 100733, Poverty: 13.0
Entry(2668): Income 59400, State: Wyoming, County: Natrona County, Total Pop: 81023, Poverty: 9.9
Entry(2669): Income 59405, State: Virginia, County: Bedford County, Total Pop: 77319, Poverty: 8.9
Entry(2670): Income 59419, State: New Hampshire, County: Sullivan County, Total Pop: 43073, Poverty: 9.4
Entry(2671): Income 59426, State: Illinois, County: Cook County, Total Pop: 5238541, Poverty: 15.9
Entry(2672): Income 59451, State: Indiana, County: Floyd County, Total Pop: 76481, Poverty: 10.8
Entry(2673): Income 59458, State: Maryland, County: Worcester County, Total Pop: 51559, Poverty: 10.3
Entry(2674): Income 59479, State: Michigan, County: Monroe County, Total Pop: 149619, Poverty: 11.2
Entry(2675): Income 59480, State: West Virginia, County: Berkeley County, Total Pop: 111610, Poverty: 13.0
Entry(2676): Income 59500, State: North Dakota, County: Foster County, Total Pop: 3318, Poverty: 7.1
Entry(2677): Income 59506, State: Florida, County: Baker County, Total Pop: 27537, Poverty: 17.2
Entry(2678): Income 59516, State: Ohio, County: Auglaize County, Total Pop: 45778, Poverty: 9.0
Entry(2679): Income 59528, State: Texas, County: Ector County, Total Pop: 155744, Poverty: 12.3
Entry(2680): Income 59544, State: Virginia, County: Augusta County, Total Pop: 74390, Poverty: 8.8
Entry(2681): Income 59564, State: Minnesota, County: Stearns County, Total Pop: 155300, Poverty: 13.1
Entry(2682): Income 59572, State: Georgia, County: Morgan County, Total Pop: 18013, Poverty: 13.4
Entry(2683): Income 59580, State: Pennsylvania, County: Berks County, Total Pop: 415500, Poverty: 13.6
Entry(2684): Income 59583, State: Texas, County: Lipscomb County, Total Pop: 3495, Poverty: 10.5
Entry(2685): Income 59605, State: Wyoming, County: Weston County, Total Pop: 7117, Poverty: 14.4
Entry(2686): Income 59611, State: Minnesota, County: Meeker County, Total Pop: 23105, Poverty: 8.3
Entry(2687): Income 59622, State: Montana, County: Dawson County, Total Pop: 9324, Poverty: 12.3
Entry(2688): Income 59684, State: North Carolina, County: Chatham County, Total Pop: 68364, Poverty: 13.3
Entry(2689): Income 59741, State: South Dakota, County: Hughes County, Total Pop: 17572, Poverty: 11.3
Entry(2690): Income 59747, State: Ohio, County: Licking County, Total Pop: 170678, Poverty: 11.8
Entry(2691): Income 59760, State: Texas, County: Reagan County, Total Pop: 3735, Poverty: 18.0
Entry(2692): Income 59869, State: Minnesota, County: McLeod County, Total Pop: 35816, Poverty: 8.4
Entry(2693): Income 59889, State: Iowa, County: Dickinson County, Total Pop: 17000, Poverty: 8.1
Entry(2694): Income 59917, State: Kentucky, County: Bullitt County, Total Pop: 78622, Poverty: 10.2
Entry(2695): Income 59955, State: Florida, County: Okaloosa County, Total Pop: 197591, Poverty: 11.5
Entry(2696): Income 59965, State: Iowa, County: Johnson County, Total Pop: 144425, Poverty: 17.7
Entry(2697): Income 59966, State: Nebraska, County: York County, Total Pop: 13832, Poverty: 9.7
Entry(2698): Income 60000, State: Kansas, County: Wallace County, Total Pop: 1591, Poverty: 10.6
Entry(2699): Income 60017, State: Wisconsin, County: Iowa County, Total Pop: 23576, Poverty: 9.0
Entry(2700): Income 60027, State: Texas, County: Cooke County, Total Pop: 39064, Poverty: 13.9
Entry(2701): Income 60077, State: Iowa, County: Madison County, Total Pop: 15720, Poverty: 7.3
Entry(2702): Income 60098, State: Colorado, County: Denver County, Total Pop: 678467, Poverty: 15.1
Entry(2703): Income 60116, State: Pennsylvania, County: Lehigh County, Total Pop: 360774, Poverty: 13.3
Entry(2704): Income 60148, State: New Hampshire, County: Cheshire County, Total Pop: 76109, Poverty: 10.2
Entry(2705): Income 60151, State: Idaho, County: Ada County, Total Pop: 435117, Poverty: 11.8
Entry(2706): Income 60194, State: Louisiana, County: Cameron Parish, Total Pop: 6806, Poverty: 8.7
Entry(2707): Income 60222, State: New York, County: Warren County, Total Pop: 64701, Poverty: 9.9
Entry(2708): Income 60225, State: North Dakota, County: Kidder County, Total Pop: 2457, Poverty: 6.9
Entry(2709): Income 60239, State: California, County: Sacramento County, Total Pop: 1495400, Poverty: 16.7
Entry(2710): Income 60271, State: Washington, County: San Juan County, Total Pop: 16221, Poverty: 10.7
Entry(2711): Income 60275, State: Washington, County: Franklin County, Total Pop: 89124, Poverty: 15.9
Entry(2712): Income 60275, State: Texas, County: Hood County, Total Pop: 55418, Poverty: 12.3
Entry(2713): Income 60301, State: Minnesota, County: Ramsey County, Total Pop: 537893, Poverty: 15.0
Entry(2714): Income 60314, State: Ohio, County: Pickaway County, Total Pop: 57075, Poverty: 12.0
Entry(2715): Income 60317, State: Indiana, County: Morgan County, Total Pop: 69533, Poverty: 11.8
Entry(2716): Income 60320, State: Wisconsin, County: Kewaunee County, Total Pop: 20378, Poverty: 9.2
Entry(2717): Income 60345, State: New Mexico, County: Sandoval County, Total Pop: 138815, Poverty: 14.7
Entry(2718): Income 60358, State: Nevada, County: White Pine County, Total Pop: 9858, Poverty: 13.0
Entry(2719): Income 60369, State: Oregon, County: Multnomah County, Total Pop: 788459, Poverty: 16.4
Entry(2720): Income 60456, State: Louisiana, County: Livingston Parish, Total Pop: 137096, Poverty: 13.2
Entry(2721): Income 60457, State: Maine, County: Sagadahoc County, Total Pop: 35149, Poverty: 11.3
Entry(2722): Income 60458, State: Texas, County: Johnson County, Total Pop: 160173, Poverty: 11.0
Entry(2723): Income 60534, State: Iowa, County: Delaware County, Total Pop: 17326, Poverty: 9.2
Entry(2724): Income 60551, State: North Dakota, County: Richland County, Total Pop: 16333, Poverty: 9.7
Entry(2725): Income 60595, State: California, County: Mono County, Total Pop: 14058, Poverty: 9.9
Entry(2726): Income 60602, State: Vermont, County: Washington County, Total Pop: 58691, Poverty: 11.8
Entry(2727): Income 60603, State: South Carolina, County: Beaufort County, Total Pop: 179316, Poverty: 11.9
Entry(2728): Income 60604, State: Kentucky, County: Woodford County, Total Pop: 25817, Poverty: 14.5
Entry(2729): Income 60609, State: Wisconsin, County: Green County, Total Pop: 36869, Poverty: 8.9
Entry(2730): Income 60610, State: California, County: Nevada County, Total Pop: 98838, Poverty: 12.1
Entry(2731): Income 60632, State: Oklahoma, County: Cleveland County, Total Pop: 274024, Poverty: 12.6
Entry(2732): Income 60636, State: California, County: Amador County, Total Pop: 37306, Poverty: 10.6
Entry(2733): Income 60694, State: South Dakota, County: Sully County, Total Pop: 1390, Poverty: 3.3
Entry(2734): Income 60703, State: New Mexico, County: Eddy County, Total Pop: 56793, Poverty: 14.6
Entry(2735): Income 60714, State: Nebraska, County: McPherson County, Total Pop: 432, Poverty: 16.0
Entry(2736): Income 60716, State: North Carolina, County: Cabarrus County, Total Pop: 196716, Poverty: 11.5
Entry(2737): Income 60739, State: Florida, County: Seminole County, Total Pop: 449260, Poverty: 11.8
Entry(2738): Income 60765, State: Missouri, County: Jefferson County, Total Pop: 222639, Poverty: 10.9
Entry(2739): Income 60788, State: Iowa, County: Winneshiek County, Total Pop: 20575, Poverty: 8.0
Entry(2740): Income 60789, State: Montana, County: Lewis and Clark County, Total Pop: 66290, Poverty: 11.4
Entry(2741): Income 60807, State: California, County: Riverside County, Total Pop: 2355002, Poverty: 15.6
Entry(2742): Income 60808, State: South Dakota, County: McCook County, Total Pop: 5515, Poverty: 9.3
Entry(2743): Income 60824, State: North Dakota, County: Sargent County, Total Pop: 3883, Poverty: 4.3
Entry(2744): Income 60828, State: Wyoming, County: Park County, Total Pop: 29276, Poverty: 7.0
Entry(2745): Income 60847, State: Pennsylvania, County: Perry County, Total Pop: 45878, Poverty: 8.4
Entry(2746): Income 60848, State: Minnesota, County: Sibley County, Total Pop: 14888, Poverty: 8.5
Entry(2747): Income 60874, State: Illinois, County: Tazewell County, Total Pop: 134695, Poverty: 8.0
Entry(2748): Income 60902, State: Louisiana, County: West Baton Rouge Parish, Total Pop: 25518, Poverty: 17.9
Entry(2749): Income 60925, State: Virginia, County: Caroline County, Total Pop: 29889, Poverty: 11.9
Entry(2750): Income 60948, State: South Dakota, County: Marshall County, Total Pop: 4759, Poverty: 8.3
Entry(2751): Income 60952, State: North Dakota, County: Traill County, Total Pop: 8050, Poverty: 6.9
Entry(2752): Income 60992, State: Indiana, County: Posey County, Total Pop: 25599, Poverty: 9.5
Entry(2753): Income 60996, State: Texas, County: Sutton County, Total Pop: 3894, Poverty: 6.5
Entry(2754): Income 61015, State: California, County: Los Angeles County, Total Pop: 10105722, Poverty: 17.0
Entry(2755): Income 61036, State: New Hampshire, County: Grafton County, Total Pop: 89280, Poverty: 10.9
Entry(2756): Income 61093, State: New York, County: Columbia County, Total Pop: 61481, Poverty: 11.4
Entry(2757): Income 61137, State: Ohio, County: Lake County, Total Pop: 229701, Poverty: 8.3
Entry(2758): Income 61161, State: Ohio, County: Putnam County, Total Pop: 34037, Poverty: 7.2
Entry(2759): Income 61176, State: Nevada, County: Douglas County, Total Pop: 47632, Poverty: 9.8
Entry(2760): Income 61220, State: Kansas, County: Gray County, Total Pop: 6004, Poverty: 8.5
Entry(2761): Income 61242, State: Massachusetts, County: Suffolk County, Total Pop: 780685, Poverty: 19.6
Entry(2762): Income 61250, State: North Dakota, County: Slope County, Total Pop: 674, Poverty: 6.8
Entry(2763): Income 61271, State: Arkansas, County: Benton County, Total Pop: 251823, Poverty: 10.5
Entry(2764): Income 61315, State: New York, County: Schenectady County, Total Pop: 155239, Poverty: 12.4
Entry(2765): Income 61316, State: Iowa, County: Plymouth County, Total Pop: 25027, Poverty: 9.1
Entry(2766): Income 61318, State: Alabama, County: Madison County, Total Pop: 353213, Poverty: 13.6
Entry(2767): Income 61320, State: Oklahoma, County: Rogers County, Total Pop: 90098, Poverty: 9.4
Entry(2768): Income 61333, State: Colorado, County: Ouray County, Total Pop: 4653, Poverty: 10.4
Entry(2769): Income 61336, State: Georgia, County: Fulton County, Total Pop: 1010420, Poverty: 16.0
Entry(2770): Income 61393, State: North Dakota, County: Pembina County, Total Pop: 7050, Poverty: 5.6
Entry(2771): Income 61409, State: Minnesota, County: Clay County, Total Pop: 62040, Poverty: 12.5
Entry(2772): Income 61430, State: Pennsylvania, County: Monroe County, Total Pop: 167306, Poverty: 11.1
Entry(2773): Income 61492, State: Pennsylvania, County: Lancaster County, Total Pop: 536494, Poverty: 10.4
Entry(2774): Income 61516, State: Washington, County: Island County, Total Pop: 80323, Poverty: 9.5
Entry(2775): Income 61523, State: Wisconsin, County: Outagamie County, Total Pop: 183288, Poverty: 8.6
Entry(2776): Income 61533, State: Alaska, County: Northwest Arctic Borough, Total Pop: 7715, Poverty: 25.3
Entry(2777): Income 61542, State: Georgia, County: Pickens County, Total Pop: 30343, Poverty: 9.8
Entry(2778): Income 61584, State: Tennessee, County: Sumner County, Total Pop: 175730, Poverty: 9.7
Entry(2779): Income 61605, State: Mississippi, County: Rankin County, Total Pop: 149645, Poverty: 8.5
Entry(2780): Income 61621, State: California, County: Yolo County, Total Pop: 212605, Poverty: 19.4
Entry(2781): Income 61644, State: Colorado, County: Park County, Total Pop: 16900, Poverty: 6.6
Entry(2782): Income 61652, State: New York, County: Ulster County, Total Pop: 180129, Poverty: 13.2
Entry(2783): Income 61695, State: North Carolina, County: Mecklenburg County, Total Pop: 1034290, Poverty: 13.4
Entry(2784): Income 61707, State: Pennsylvania, County: York County, Total Pop: 442216, Poverty: 10.3
Entry(2785): Income 61710, State: New York, County: Ontario County, Total Pop: 109491, Poverty: 9.7
Entry(2786): Income 61750, State: Hawaii, County: Kalawao County, Total Pop: 86, Poverty: 12.7
Entry(2787): Income 61769, State: Nebraska, County: Gosper County, Total Pop: 2019, Poverty: 5.7
Entry(2788): Income 61784, State: South Dakota, County: Hamlin County, Total Pop: 5911, Poverty: 5.6
Entry(2789): Income 61788, State: North Dakota, County: McHenry County, Total Pop: 5951, Poverty: 7.9
Entry(2790): Income 61875, State: Vermont, County: Addison County, Total Pop: 36825, Poverty: 7.8
Entry(2791): Income 61944, State: Nebraska, County: Hamilton County, Total Pop: 9149, Poverty: 7.2
Entry(2792): Income 61971, State: Florida, County: Clay County, Total Pop: 203291, Poverty: 10.4
Entry(2793): Income 61973, State: Minnesota, County: Wabasha County, Total Pop: 21490, Poverty: 6.1
Entry(2794): Income 61998, State: Montana, County: Stillwater County, Total Pop: 9342, Poverty: 6.5
Entry(2795): Income 62008, State: New York, County: Queens County, Total Pop: 2339280, Poverty: 13.7
Entry(2796): Income 62012, State: Iowa, County: Lyon County, Total Pop: 11745, Poverty: 4.9
Entry(2797): Income 62036, State: Utah, County: Weber County, Total Pop: 244101, Poverty: 12.1
Entry(2798): Income 62081, State: Oklahoma, County: McClain County, Total Pop: 37919, Poverty: 9.5
Entry(2799): Income 62134, State: Virginia, County: Roanoke County, Total Pop: 93419, Poverty: 8.0
Entry(2800): Income 62149, State: Tennessee, County: Rutherford County, Total Pop: 298456, Poverty: 11.8
Entry(2801): Income 62188, State: Ohio, County: Butler County, Total Pop: 375702, Poverty: 12.9
Entry(2802): Income 62198, State: Kansas, County: Scott County, Total Pop: 4981, Poverty: 4.3
Entry(2803): Income 62214, State: Vermont, County: Franklin County, Total Pop: 48816, Poverty: 8.0
Entry(2804): Income 62243, State: Colorado, County: San Miguel County, Total Pop: 7804, Poverty: 10.5
Entry(2805): Income 62284, State: Georgia, County: Dawson County, Total Pop: 23397, Poverty: 11.8
Entry(2806): Income 62293, State: New York, County: Albany County, Total Pop: 308580, Poverty: 12.4
Entry(2807): Income 62324, State: Kansas, County: Butler County, Total Pop: 66260, Poverty: 10.8
Entry(2808): Income 62332, State: New Jersey, County: Cape May County, Total Pop: 94549, Poverty: 10.6
Entry(2809): Income 62368, State: Illinois, County: Menard County, Total Pop: 12416, Poverty: 11.4
Entry(2810): Income 62407, State: Florida, County: Collier County, Total Pop: 356774, Poverty: 12.8
Entry(2811): Income 62426, State: Texas, County: Oldham County, Total Pop: 2083, Poverty: 11.1
Entry(2812): Income 62431, State: Minnesota, County: Goodhue County, Total Pop: 46138, Poverty: 10.8
Entry(2813): Income 62448, State: South Dakota, County: Hanson County, Total Pop: 3404, Poverty: 6.5
Entry(2814): Income 62500, State: Texas, County: Yoakum County, Total Pop: 8481, Poverty: 12.3
Entry(2815): Income 62514, State: Massachusetts, County: Bristol County, Total Pop: 557016, Poverty: 12.2
Entry(2816): Income 62524, State: North Dakota, County: Ransom County, Total Pop: 5411, Poverty: 6.6
Entry(2817): Income 62532, State: Texas, County: Tarrant County, Total Pop: 1983675, Poverty: 13.5
Entry(2818): Income 62533, State: Colorado, County: La Plata County, Total Pop: 54469, Poverty: 9.6
Entry(2819): Income 62535, State: Colorado, County: El Paso County, Total Pop: 674826, Poverty: 11.1
Entry(2820): Income 62541, State: Virginia, County: Rappahannock County, Total Pop: 7359, Poverty: 8.9
Entry(2821): Income 62553, State: Connecticut, County: Windham County, Total Pop: 116674, Poverty: 11.1
Entry(2822): Income 62555, State: Iowa, County: Cedar County, Total Pop: 18368, Poverty: 5.4
Entry(2823): Income 62593, State: Minnesota, County: Nicollet County, Total Pop: 33477, Poverty: 11.3
Entry(2824): Income 62595, State: Mississippi, County: DeSoto County, Total Pop: 173267, Poverty: 9.8
Entry(2825): Income 62614, State: Texas, County: Austin County, Total Pop: 29292, Poverty: 13.4
Entry(2826): Income 62618, State: Maine, County: York County, Total Pop: 201454, Poverty: 8.5
Entry(2827): Income 62646, State: Michigan, County: Leelanau County, Total Pop: 21564, Poverty: 7.7
Entry(2828): Income 62661, State: Pennsylvania, County: Adams County, Total Pop: 101589, Poverty: 8.8
Entry(2829): Income 62681, State: New Jersey, County: Hudson County, Total Pop: 679756, Poverty: 17.1
Entry(2830): Income 62701, State: Illinois, County: Boone County, Total Pop: 53638, Poverty: 10.6
Entry(2831): Income 62702, State: Iowa, County: Linn County, Total Pop: 220008, Poverty: 9.5
Entry(2832): Income 62731, State: Florida, County: Santa Rosa County, Total Pop: 166778, Poverty: 11.3
Entry(2833): Income 62776, State: Wyoming, County: Converse County, Total Pop: 14166, Poverty: 8.0
Entry(2834): Income 62815, State: Texas, County: Hays County, Total Pop: 194843, Poverty: 15.3
Entry(2835): Income 62829, State: Oklahoma, County: Kingfisher County, Total Pop: 15510, Poverty: 8.9
Entry(2836): Income 62879, State: Wyoming, County: Laramie County, Total Pop: 97031, Poverty: 10.4
Entry(2837): Income 62897, State: Ohio, County: Madison County, Total Pop: 43732, Poverty: 10.2
Entry(2838): Income 62905, State: Indiana, County: Dearborn County, Total Pop: 49564, Poverty: 10.1
Entry(2839): Income 62931, State: Missouri, County: St. Louis County, Total Pop: 999539, Poverty: 9.8
Entry(2840): Income 62952, State: Virginia, County: Greene County, Total Pop: 19213, Poverty: 9.4
Entry(2841): Income 63000, State: Utah, County: Duchesne County, Total Pop: 20259, Poverty: 12.7
Entry(2842): Income 63001, State: Washington, County: Benton County, Total Pop: 190529, Poverty: 13.4
Entry(2843): Income 63021, State: Texas, County: Irion County, Total Pop: 1592, Poverty: 13.5
Entry(2844): Income 63030, State: Florida, County: Monroe County, Total Pop: 76745, Poverty: 12.7
Entry(2845): Income 63095, State: Nebraska, County: Seward County, Total Pop: 17045, Poverty: 9.2
Entry(2846): Income 63166, State: New York, County: Rensselaer County, Total Pop: 159800, Poverty: 12.6
Entry(2847): Income 63171, State: Kentucky, County: Shelby County, Total Pop: 45831, Poverty: 12.4
Entry(2848): Income 63192, State: Texas, County: Archer County, Total Pop: 8793, Poverty: 8.8
Entry(2849): Income 63233, State: South Dakota, County: Stanley County, Total Pop: 2994, Poverty: 5.8
Entry(2850): Income 63249, State: California, County: Monterey County, Total Pop: 433168, Poverty: 14.7
Entry(2851): Income 63293, State: Wisconsin, County: Columbia County, Total Pop: 56790, Poverty: 8.3
Entry(2852): Income 63311, State: Minnesota, County: Rice County, Total Pop: 65251, Poverty: 11.5
Entry(2853): Income 63333, State: Texas, County: Ward County, Total Pop: 11498, Poverty: 11.6
Entry(2854): Income 63339, State: New Jersey, County: Passaic County, Total Pop: 510563, Poverty: 17.0
Entry(2855): Income 63417, State: Pennsylvania, County: Pike County, Total Pop: 55687, Poverty: 9.9
Entry(2856): Income 63424, State: Ohio, County: Fairfield County, Total Pop: 151526, Poverty: 9.9
Entry(2857): Income 63432, State: Texas, County: Schleicher County, Total Pop: 3122, Poverty: 10.2
Entry(2858): Income 63438, State: California, County: Alpine County, Total Pop: 1203, Poverty: 19.8
Entry(2859): Income 63490, State: Alaska, County: Petersburg Borough, Total Pop: 3275, Poverty: 7.8
Entry(2860): Income 63501, State: Kansas, County: Miami County, Total Pop: 32976, Poverty: 7.7
Entry(2861): Income 63530, State: Iowa, County: Polk County, Total Pop: 467235, Poverty: 11.7
Entry(2862): Income 63607, State: Nevada, County: Storey County, Total Pop: 3891, Poverty: 7.7
Entry(2863): Income 63622, State: Virginia, County: Mathews County, Total Pop: 8830, Poverty: 10.6
Entry(2864): Income 63667, State: Nebraska, County: Polk County, Total Pop: 5244, Poverty: 7.6
Entry(2865): Income 63669, State: Georgia, County: Paulding County, Total Pop: 152399, Poverty: 9.7
Entry(2866): Income 63756, State: Wyoming, County: Lincoln County, Total Pop: 18791, Poverty: 9.3
Entry(2867): Income 63866, State: Alaska, County: Southeast Fairbanks Census Area, Total Pop: 6889, Poverty: 13.9
Entry(2868): Income 63881, State: Washington, County: Pierce County, Total Pop: 845193, Poverty: 12.2
Entry(2869): Income 63881, State: Virginia, County: Gloucester County, Total Pop: 37035, Poverty: 8.7
Entry(2870): Income 63926, State: North Dakota, County: McLean County, Total Pop: 9607, Poverty: 8.9
Entry(2871): Income 63926, State: Texas, County: Kaufman County, Total Pop: 114852, Poverty: 12.4
Entry(2872): Income 63934, State: New Jersey, County: Salem County, Total Pop: 63776, Poverty: 14.2
Entry(2873): Income 63935, State: Texas, County: Crane County, Total Pop: 4836, Poverty: 11.8
Entry(2874): Income 63962, State: Michigan, County: Ottawa County, Total Pop: 280243, Poverty: 9.5
Entry(2875): Income 64061, State: Iowa, County: Benton County, Total Pop: 25646, Poverty: 8.7
Entry(2876): Income 64087, State: Colorado, County: Adams County, Total Pop: 487850, Poverty: 12.2
Entry(2877): Income 64159, State: North Dakota, County: Ward County, Total Pop: 69628, Poverty: 8.4
Entry(2878): Income 64183, State: Ohio, County: Clermont County, Total Pop: 202166, Poverty: 9.8
Entry(2879): Income 64279, State: Georgia, County: Effingham County, Total Pop: 57087, Poverty: 9.6
Entry(2880): Income 64294, State: Florida, County: Nassau County, Total Pop: 78435, Poverty: 11.4
Entry(2881): Income 64410, State: Kansas, County: Pottawatomie County, Total Pop: 23188, Poverty: 9.7
Entry(2882): Income 64427, State: Texas, County: Hartley County, Total Pop: 5821, Poverty: 8.1
Entry(2883): Income 64496, State: Georgia, County: Gwinnett County, Total Pop: 889954, Poverty: 12.1
Entry(2884): Income 64543, State: Illinois, County: Clinton County, Total Pop: 37640, Poverty: 9.0
