Entry(0): Total Pop: 74, State: Texas, County: Loving County, Income: 80938, Poverty: 17.1
Entry(2607): Total Pop: 97031, State: Wyoming, County: Laramie County, Income: 62879, Poverty: 10.4
Entry(2608): Total Pop: 97038, State: North Carolina, County: Cleveland County, Income: 40002, Poverty: 19.9
Entry(2609): Total Pop: 97539, State: New York, County: Steuben County, Income: 50157, Poverty: 14.5
Entry(2610): Total Pop: 97692, State: Virginia, County: Montgomery County, Income: 53424, Poverty: 23.8
Entry(2611): Total Pop: 97887, State: Tennessee, County: Madison County, Income: 44496, Poverty: 20.3
Entry(2612): Total Pop: 97994, State: Arkansas, County: Garland County, Income: 41672, Poverty: 19.1
Entry(2613): Total Pop: 98112, State: Louisiana, County: Lafourche Parish, Income: 52705, Poverty: 16.0
Entry(2614): Total Pop: 98585, State: Michigan, County: Lenawee County, Income: 51339, Poverty: 13.7
Entry(2615): Total Pop: 98622, State: Ohio, County: Ashtabula County, Income: 43017, Poverty: 19.8
Entry(2616): Total Pop: 98799, State: Minnesota, County: Carver County, Income: 93095, Poverty: 4.0
Entry(2617): Total Pop: 98838, State: California, County: Nevada County, Income: 60610, Poverty: 12.1
Entry(2618): Total Pop: 99258, State: Kentucky, County: Daviess County, Income: 48371, Poverty: 15.8
Entry(2619): Total Pop: 99464, State: New York, County: Putnam County, Income: 99608, Poverty: 4.8
Entry(2620): Total Pop: 99572, State: Virginia, County: Roanoke city, Income: 41483, Poverty: 21.6
Entry(2621): Total Pop: 100031, State: Alaska, County: Fairbanks North Star Borough, Income: 76250, Poverty: 7.7
Entry(2622): Total Pop: 100177, State: Florida, County: Highlands County, Income: 36374, Poverty: 18.7
Entry(2623): Total Pop: 100733, State: Montana, County: Gallatin County, Income: 59397, Poverty: 13.0
Entry(2624): Total Pop: 101135, State: Alaska, County: Matanuska-Susitna Borough, Income: 74887, Poverty: 9.8
Entry(2625): Total Pop: 101589, State: Pennsylvania, County: Adams County, Income: 62661, Poverty: 8.8
Entry(2626): Total Pop: 101888, State: Missouri, County: Cass County, Income: 65352, Poverty: 9.5
Entry(2627): Total Pop: 102014, State: Maryland, County: Wicomico County, Income: 54493, Poverty: 15.9
Entry(2628): Total Pop: 102082, State: Wisconsin, County: Fond du Lac County, Income: 57798, Poverty: 8.5
Entry(2629): Total Pop: 102212, State: Mississippi, County: Madison County, Income: 68600, Poverty: 12.0
Entry(2630): Total Pop: 102366, State: Oregon, County: Yamhill County, Income: 58392, Poverty: 13.7
Entry(2631): Total Pop: 102388, State: Wisconsin, County: Eau Claire County, Income: 52178, Poverty: 14.5
Entry(2632): Total Pop: 102397, State: Iowa, County: Woodbury County, Income: 51350, Poverty: 14.0
Entry(2633): Total Pop: 102413, State: Missouri, County: Franklin County, Income: 53849, Poverty: 10.6
Entry(2634): Total Pop: 102416, State: Maryland, County: Cecil County, Income: 70516, Poverty: 9.4
Entry(2635): Total Pop: 102623, State: Georgia, County: Bartow County, Income: 52393, Poverty: 14.2
Entry(2636): Total Pop: 102917, State: Wisconsin, County: Walworth County, Income: 58401, Poverty: 12.4
Entry(2637): Total Pop: 103132, State: Alabama, County: Etowah County, Income: 42064, Poverty: 17.9
Entry(2638): Total Pop: 103218, State: Virginia, County: Hanover County, Income: 84955, Poverty: 5.8
Entry(2639): Total Pop: 103374, State: North Carolina, County: Craven County, Income: 49391, Poverty: 15.4
Entry(2640): Total Pop: 103590, State: Washington, County: Cowlitz County, Income: 49804, Poverty: 16.9
Entry(2641): Total Pop: 103666, State: Tennessee, County: Bradley County, Income: 46381, Poverty: 18.0
Entry(2642): Total Pop: 103715, State: West Virginia, County: Monongalia County, Income: 49624, Poverty: 21.3
Entry(2643): Total Pop: 103963, State: Georgia, County: Whitfield County, Income: 43871, Poverty: 19.2
Entry(2644): Total Pop: 104081, State: Ohio, County: Miami County, Income: 54568, Poverty: 9.9
Entry(2645): Total Pop: 104108, State: Alabama, County: Houston County, Income: 42803, Poverty: 18.5
Entry(2646): Total Pop: 104157, State: Ohio, County: Allen County, Income: 47905, Poverty: 15.0
Entry(2647): Total Pop: 104246, State: Arkansas, County: Craighead County, Income: 45672, Poverty: 18.3
Entry(2648): Total Pop: 104415, State: New York, County: Tompkins County, Income: 56200, Poverty: 20.4
Entry(2649): Total Pop: 104473, State: Illinois, County: DeKalb County, Income: 58343, Poverty: 18.1
Entry(2650): Total Pop: 104584, State: Ohio, County: Columbiana County, Income: 45498, Poverty: 15.4
Entry(2651): Total Pop: 105015, State: Florida, County: Flagler County, Income: 51049, Poverty: 13.3
Entry(2652): Total Pop: 105042, State: Georgia, County: Newton County, Income: 52784, Poverty: 16.7
Entry(2653): Total Pop: 105105, State: Virginia, County: Albemarle County, Income: 72265, Poverty: 9.8
Entry(2654): Total Pop: 105350, State: Michigan, County: Bay County, Income: 45983, Poverty: 16.3
Entry(2655): Total Pop: 107088, State: New Jersey, County: Warren County, Income: 75500, Poverty: 8.2
Entry(2656): Total Pop: 107317, State: Maine, County: Androscoggin County, Income: 49538, Poverty: 14.3
Entry(2657): Total Pop: 107379, State: South Carolina, County: Sumter County, Income: 41946, Poverty: 21.1
Entry(2658): Total Pop: 107576, State: Oregon, County: Douglas County, Income: 44023, Poverty: 17.0
Entry(2659): Total Pop: 107587, State: Illinois, County: Macon County, Income: 49052, Poverty: 16.6
Entry(2660): Total Pop: 107699, State: Kentucky, County: Hardin County, Income: 51923, Poverty: 14.2
Entry(2661): Total Pop: 107723, State: Indiana, County: Vigo County, Income: 42030, Poverty: 19.9
Entry(2662): Total Pop: 107902, State: Arizona, County: Navajo County, Income: 38798, Poverty: 29.1
Entry(2663): Total Pop: 108126, State: South Dakota, County: Pennington County, Income: 52245, Poverty: 14.0
Entry(2664): Total Pop: 108586, State: Michigan, County: Eaton County, Income: 59244, Poverty: 10.9
Entry(2665): Total Pop: 109491, State: New York, County: Ontario County, Income: 61710, Poverty: 9.7
Entry(2666): Total Pop: 110306, State: Georgia, County: Fayette County, Income: 84861, Poverty: 6.3
Entry(2667): Total Pop: 110404, State: Idaho, County: Bonneville County, Income: 54150, Poverty: 11.9
Entry(2668): Total Pop: 110801, State: Illinois, County: Kankakee County, Income: 56542, Poverty: 15.1
Entry(2669): Total Pop: 110817, State: New York, County: St. Lawrence County, Income: 48330, Poverty: 19.4
Entry(2670): Total Pop: 110839, State: Indiana, County: LaPorte County, Income: 49921, Poverty: 16.6
Entry(2671): Total Pop: 110979, State: Maryland, County: St. Mary's County, Income: 86508, Poverty: 8.2
Entry(2672): Total Pop: 111151, State: Illinois, County: LaSalle County, Income: 54693, Poverty: 13.6
Entry(2673): Total Pop: 111610, State: West Virginia, County: Berkeley County, Income: 59480, Poverty: 13.0
Entry(2674): Total Pop: 112156, State: North Carolina, County: Henderson County, Income: 50454, Poverty: 11.8
Entry(2675): Total Pop: 113067, State: Louisiana, County: Terrebonne Parish, Income: 47650, Poverty: 20.1
Entry(2676): Total Pop: 113623, State: Pennsylvania, County: Mercer County, Income: 47340, Poverty: 13.7
Entry(2677): Total Pop: 113941, State: Georgia, County: Lowndes County, Income: 39911, Poverty: 25.0
Entry(2678): Total Pop: 114145, State: Michigan, County: Allegan County, Income: 58487, Poverty: 10.8
Entry(2679): Total Pop: 114231, State: Montana, County: Missoula County, Income: 49412, Poverty: 15.9
Entry(2680): Total Pop: 114852, State: Texas, County: Kaufman County, Income: 63926, Poverty: 12.4
Entry(2681): Total Pop: 114893, State: Indiana, County: Clark County, Income: 52834, Poverty: 9.7
Entry(2682): Total Pop: 114898, State: Georgia, County: Carroll County, Income: 46844, Poverty: 18.6
Entry(2683): Total Pop: 115094, State: Wisconsin, County: Sheboygan County, Income: 56114, Poverty: 8.2
Entry(2684): Total Pop: 115398, State: Pennsylvania, County: Lycoming County, Income: 50634, Poverty: 14.0
Entry(2685): Total Pop: 115527, State: Alabama, County: Calhoun County, Income: 43686, Poverty: 18.6
Entry(2686): Total Pop: 115915, State: Ohio, County: Wayne County, Income: 54037, Poverty: 13.0
Entry(2687): Total Pop: 115938, State: Indiana, County: Delaware County, Income: 41208, Poverty: 21.2
Entry(2688): Total Pop: 116252, State: Arkansas, County: Saline County, Income: 58985, Poverty: 8.0
Entry(2689): Total Pop: 116567, State: New York, County: Jefferson County, Income: 50322, Poverty: 14.8
Entry(2690): Total Pop: 116674, State: Connecticut, County: Windham County, Income: 62553, Poverty: 11.1
Entry(2691): Total Pop: 116754, State: Florida, County: Sumter County, Income: 54771, Poverty: 9.2
Entry(2692): Total Pop: 116906, State: Texas, County: Tom Green County, Income: 49662, Poverty: 12.9
Entry(2693): Total Pop: 117582, State: Wisconsin, County: La Crosse County, Income: 54127, Poverty: 14.4
Entry(2694): Total Pop: 117806, State: Kansas, County: Douglas County, Income: 54370, Poverty: 18.7
Entry(2695): Total Pop: 118522, State: Missouri, County: Jasper County, Income: 45328, Poverty: 17.3
Entry(2696): Total Pop: 119129, State: Louisiana, County: Ascension Parish, Income: 74748, Poverty: 11.7
Entry(2697): Total Pop: 119157, State: Alabama, County: Morgan County, Income: 47529, Poverty: 16.6
Entry(2698): Total Pop: 119833, State: New York, County: Oswego County, Income: 51755, Poverty: 18.3
Entry(2699): Total Pop: 120288, State: Utah, County: Cache County, Income: 53812, Poverty: 15.2
Entry(2700): Total Pop: 121074, State: Oregon, County: Linn County, Income: 49515, Poverty: 16.1
Entry(2701): Total Pop: 121230, State: Texas, County: Potter County, Income: 41852, Poverty: 21.7
Entry(2702): Total Pop: 121282, State: Arkansas, County: Faulkner County, Income: 50316, Poverty: 16.3
Entry(2703): Total Pop: 121289, State: Maine, County: Kennebec County, Income: 50116, Poverty: 14.1
Entry(2704): Total Pop: 121449, State: South Carolina, County: Pickens County, Income: 45332, Poverty: 18.3
Entry(2705): Total Pop: 121533, State: Ohio, County: Richland County, Income: 44138, Poverty: 15.6
Entry(2706): Total Pop: 121725, State: Washington, County: Skagit County, Income: 59263, Poverty: 14.3
Entry(2707): Total Pop: 122586, State: North Carolina, County: Brunswick County, Income: 51164, Poverty: 14.1
Entry(2708): Total Pop: 122933, State: Illinois, County: Kendall County, Income: 89860, Poverty: 5.6
Entry(2709): Total Pop: 123066, State: Oklahoma, County: Comanche County, Income: 49569, Poverty: 16.7
Entry(2710): Total Pop: 123402, State: Texas, County: Gregg County, Income: 47970, Poverty: 17.6
Entry(2711): Total Pop: 123554, State: Georgia, County: Clarke County, Income: 34557, Poverty: 34.1
Entry(2712): Total Pop: 123824, State: Kentucky, County: Warren County, Income: 49508, Poverty: 18.0
Entry(2713): Total Pop: 124496, State: North Carolina, County: Wayne County, Income: 41766, Poverty: 21.2
Entry(2714): Total Pop: 124736, State: Pennsylvania, County: Blair County, Income: 45664, Poverty: 15.2
Entry(2715): Total Pop: 125698, State: Louisiana, County: Bossier Parish, Income: 52145, Poverty: 16.4
Entry(2716): Total Pop: 125717, State: New Jersey, County: Hunterdon County, Income: 110969, Poverty: 4.5
Entry(2717): Total Pop: 125963, State: Texas, County: Parker County, Income: 70608, Poverty: 9.2
Entry(2718): Total Pop: 126146, State: Texas, County: Grayson County, Income: 52683, Poverty: 14.3
Entry(2719): Total Pop: 126190, State: Rhode Island, County: Washington County, Income: 77862, Poverty: 9.6
Entry(2720): Total Pop: 126437, State: Tennessee, County: Washington County, Income: 44180, Poverty: 16.5
Entry(2721): Total Pop: 126516, State: Arizona, County: Cochise County, Income: 47847, Poverty: 18.1
Entry(2722): Total Pop: 126552, State: New Hampshire, County: Strafford County, Income: 67805, Poverty: 9.5
Entry(2723): Total Pop: 127135, State: Tennessee, County: Blount County, Income: 51172, Poverty: 13.0
Entry(2724): Total Pop: 127362, State: Arkansas, County: Sebastian County, Income: 40932, Poverty: 22.5
Entry(2725): Total Pop: 127682, State: Kentucky, County: Boone County, Income: 72731, Poverty: 7.6
Entry(2726): Total Pop: 127751, State: Massachusetts, County: Berkshire County, Income: 55190, Poverty: 11.3
Entry(2727): Total Pop: 128221, State: New Mexico, County: San Juan County, Income: 49686, Poverty: 20.8
Entry(2728): Total Pop: 128753, State: North Carolina, County: Harnett County, Income: 50323, Poverty: 18.0
Entry(2729): Total Pop: 128850, State: Louisiana, County: Tangipahoa Parish, Income: 45901, Poverty: 21.9
Entry(2730): Total Pop: 128874, State: Tennessee, County: Wilson County, Income: 66123, Poverty: 9.2
Entry(2731): Total Pop: 129100, State: Texas, County: Comal County, Income: 73655, Poverty: 9.2
Entry(2732): Total Pop: 129504, State: Ohio, County: Wood County, Income: 58033, Poverty: 13.4
Entry(2733): Total Pop: 129641, State: Indiana, County: Madison County, Income: 45432, Poverty: 17.4
Entry(2734): Total Pop: 130159, State: Virginia, County: Spotsylvania County, Income: 81434, Poverty: 8.0
Entry(2735): Total Pop: 130552, State: Texas, County: Randall County, Income: 65564, Poverty: 9.6
Entry(2736): Total Pop: 130846, State: New York, County: Chautauqua County, Income: 44304, Poverty: 18.5
Entry(2737): Total Pop: 131130, State: Minnesota, County: Wright County, Income: 77953, Poverty: 5.0
Entry(2738): Total Pop: 131778, State: Texas, County: Wichita County, Income: 45776, Poverty: 18.9
Entry(2739): Total Pop: 132080, State: Louisiana, County: Rapides Parish, Income: 42655, Poverty: 19.5
Entry(2740): Total Pop: 132922, State: Oklahoma, County: Canadian County, Income: 69220, Poverty: 7.9
Entry(2741): Total Pop: 132960, State: Iowa, County: Black Hawk County, Income: 50916, Poverty: 15.9
Entry(2742): Total Pop: 133160, State: Pennsylvania, County: Fayette County, Income: 41632, Poverty: 18.8
Entry(2743): Total Pop: 133967, State: Wisconsin, County: Washington County, Income: 73021, Poverty: 5.5
Entry(2744): Total Pop: 134187, State: North Carolina, County: Robeson County, Income: 32407, Poverty: 29.2
Entry(2745): Total Pop: 134269, State: Puerto Rico, County: Caguas Municipio, Income: 24229, Poverty: 37.7
Entry(2746): Total Pop: 134327, State: Michigan, County: Calhoun County, Income: 46213, Poverty: 17.4
Entry(2747): Total Pop: 134695, State: Illinois, County: Tazewell County, Income: 60874, Poverty: 8.0
Entry(2748): Total Pop: 135293, State: Wisconsin, County: Marathon County, Income: 56509, Poverty: 10.3
Entry(2749): Total Pop: 135371, State: Texas, County: Taylor County, Income: 49161, Poverty: 16.1
Entry(2750): Total Pop: 135490, State: California, County: Humboldt County, Income: 43718, Poverty: 20.8
Entry(2751): Total Pop: 135520, State: Ohio, County: Clark County, Income: 46275, Poverty: 16.6
Entry(2752): Total Pop: 135871, State: Pennsylvania, County: Cambria County, Income: 44943, Poverty: 15.6
Entry(2753): Total Pop: 136255, State: Virginia, County: Hampton city, Income: 52021, Poverty: 14.9
Entry(2754): Total Pop: 137096, State: Louisiana, County: Livingston Parish, Income: 60456, Poverty: 13.2
Entry(2755): Total Pop: 137616, State: Pennsylvania, County: Lebanon County, Income: 57698, Poverty: 10.5
Entry(2756): Total Pop: 138015, State: Georgia, County: Coweta County, Income: 67570, Poverty: 11.6
Entry(2757): Total Pop: 138537, State: South Carolina, County: Florence County, Income: 43310, Poverty: 19.6
Entry(2758): Total Pop: 138639, State: Arizona, County: Coconino County, Income: 53523, Poverty: 21.0
Entry(2759): Total Pop: 138815, State: New Mexico, County: Sandoval County, Income: 60345, Poverty: 14.7
Entry(2760): Total Pop: 138940, State: North Carolina, County: Rowan County, Income: 46978, Poverty: 16.8
Entry(2761): Total Pop: 140152, State: Georgia, County: Douglas County, Income: 59333, Poverty: 14.2
Entry(2762): Total Pop: 141005, State: California, County: Napa County, Income: 79637, Poverty: 8.2
Entry(2763): Total Pop: 141159, State: Virginia, County: Stafford County, Income: 103005, Poverty: 4.7
Entry(2764): Total Pop: 141314, State: Mississippi, County: Jackson County, Income: 50274, Poverty: 15.3
Entry(2765): Total Pop: 141373, State: Florida, County: Citrus County, Income: 40574, Poverty: 17.4
Entry(2766): Total Pop: 141463, State: Minnesota, County: Scott County, Income: 93151, Poverty: 5.6
Entry(2767): Total Pop: 141812, State: North Carolina, County: Orange County, Income: 65522, Poverty: 14.0
Entry(2768): Total Pop: 142827, State: North Carolina, County: Randolph County, Income: 43598, Poverty: 16.7
Entry(2769): Total Pop: 143570, State: New Jersey, County: Sussex County, Income: 89238, Poverty: 5.3
Entry(2770): Total Pop: 143723, State: Georgia, County: Columbia County, Income: 74162, Poverty: 8.6
Entry(2771): Total Pop: 144287, State: Pennsylvania, County: Schuylkill County, Income: 47642, Poverty: 12.5
Entry(2772): Total Pop: 144425, State: Iowa, County: Johnson County, Income: 59965, Poverty: 17.7
Entry(2773): Total Pop: 144436, State: Indiana, County: Monroe County, Income: 45689, Poverty: 24.7
Entry(2774): Total Pop: 146205, State: Illinois, County: Rock Island County, Income: 51426, Poverty: 14.6
Entry(2775): Total Pop: 147514, State: New Mexico, County: Santa Fe County, Income: 57945, Poverty: 14.4
Entry(2776): Total Pop: 147958, State: New Hampshire, County: Merrimack County, Income: 69856, Poverty: 7.7
Entry(2777): Total Pop: 147981, State: Florida, County: Indian River County, Income: 49009, Poverty: 12.7
Entry(2778): Total Pop: 148798, State: Colorado, County: Mesa County, Income: 51971, Poverty: 16.0
Entry(2779): Total Pop: 148863, State: Puerto Rico, County: Ponce Municipio, Income: 16561, Poverty: 51.6
Entry(2780): Total Pop: 149359, State: Indiana, County: Johnson County, Income: 65272, Poverty: 9.4
Entry(2781): Total Pop: 149546, State: Maryland, County: Washington County, Income: 58260, Poverty: 12.8
Entry(2782): Total Pop: 149619, State: Michigan, County: Monroe County, Income: 59479, Poverty: 11.2
Entry(2783): Total Pop: 149645, State: Mississippi, County: Rankin County, Income: 61605, Poverty: 8.5
Entry(2784): Total Pop: 150128, State: Idaho, County: Kootenai County, Income: 53189, Poverty: 12.6
Entry(2785): Total Pop: 150183, State: California, County: Kings County, Income: 49742, Poverty: 20.9
Entry(2786): Total Pop: 150341, State: Georgia, County: Houston County, Income: 55965, Poverty: 16.7
Entry(2787): Total Pop: 150889, State: Texas, County: Guadalupe County, Income: 66187, Poverty: 10.6
Entry(2788): Total Pop: 151526, State: Ohio, County: Fairfield County, Income: 63424, Poverty: 9.9
Entry(2789): Total Pop: 151596, State: Connecticut, County: Tolland County, Income: 81312, Poverty: 6.5
Entry(2790): Total Pop: 151685, State: Minnesota, County: Olmsted County, Income: 72337, Poverty: 9.1
Entry(2791): Total Pop: 151716, State: South Carolina, County: Dorchester County, Income: 58685, Poverty: 11.8
Entry(2792): Total Pop: 152284, State: Maine, County: Penobscot County, Income: 47886, Poverty: 15.9
Entry(2793): Total Pop: 152399, State: Georgia, County: Paulding County, Income: 63669, Poverty: 9.7
Entry(2794): Total Pop: 153003, State: Pennsylvania, County: Franklin County, Income: 58267, Poverty: 10.4
Entry(2795): Total Pop: 153923, State: Georgia, County: Bibb County, Income: 38183, Poverty: 26.7
Entry(2796): Total Pop: 154440, State: California, County: Madera County, Income: 48210, Poverty: 22.1
Entry(2797): Total Pop: 154710, State: Virginia, County: Alexandria city, Income: 93370, Poverty: 10.5
Entry(2798): Total Pop: 154948, State: Michigan, County: Berrien County, Income: 47132, Poverty: 17.2
Entry(2799): Total Pop: 154952, State: New Jersey, County: Cumberland County, Income: 50000, Poverty: 18.8
Entry(2800): Total Pop: 155239, State: New York, County: Schenectady County, Income: 61315, Poverty: 12.4
Entry(2801): Total Pop: 155300, State: Minnesota, County: Stearns County, Income: 59564, Poverty: 13.1
Entry(2802): Total Pop: 155577, State: Utah, County: Washington County, Income: 55175, Poverty: 14.2
Entry(2803): Total Pop: 155719, State: Florida, County: Martin County, Income: 55588, Poverty: 10.9
Entry(2804): Total Pop: 155744, State: Texas, County: Ector County, Income: 59528, Poverty: 12.3
Entry(2805): Total Pop: 156021, State: Maryland, County: Charles County, Income: 93973, Poverty: 6.9
Entry(2806): Total Pop: 156182, State: North Carolina, County: Catawba County, Income: 48649, Poverty: 14.2
Entry(2807): Total Pop: 156332, State: Montana, County: Yellowstone County, Income: 57955, Poverty: 10.1
Entry(2808): Total Pop: 156433, State: Louisiana, County: Ouachita Parish, Income: 40081, Poverty: 24.5
Entry(2809): Total Pop: 156519, State: Tennessee, County: Sullivan County, Income: 42251, Poverty: 16.6
Entry(2810): Total Pop: 156597, State: Alabama, County: Lee County, Income: 47564, Poverty: 22.0
Entry(2811): Total Pop: 157844, State: North Carolina, County: Alamance County, Income: 44281, Poverty: 17.6
Entry(2812): Total Pop: 158170, State: Indiana, County: Hendricks County, Income: 74245, Poverty: 5.1
Entry(2813): Total Pop: 158989, State: Michigan, County: Jackson County, Income: 49715, Poverty: 15.2
Entry(2814): Total Pop: 159761, State: Michigan, County: St. Clair County, Income: 53641, Poverty: 13.3
Entry(2815): Total Pop: 159800, State: New York, County: Rensselaer County, Income: 63166, Poverty: 12.6
Entry(2816): Total Pop: 159883, State: Texas, County: Midland County, Income: 75815, Poverty: 8.7
Entry(2817): Total Pop: 160173, State: Texas, County: Johnson County, Income: 60458, Poverty: 11.0
Entry(2818): Total Pop: 160646, State: Pennsylvania, County: Centre County, Income: 56466, Poverty: 18.4
Entry(2819): Total Pop: 160985, State: Vermont, County: Chittenden County, Income: 66906, Poverty: 11.3
Entry(2820): Total Pop: 161197, State: Massachusetts, County: Hampshire County, Income: 64974, Poverty: 13.8
Entry(2821): Total Pop: 161226, State: Wisconsin, County: Rock County, Income: 53410, Poverty: 14.3
Entry(2822): Total Pop: 161684, State: Puerto Rico, County: Carolina Municipio, Income: 29082, Poverty: 29.0
Entry(2823): Total Pop: 162080, State: Ohio, County: Portage County, Income: 53816, Poverty: 14.5
Entry(2824): Total Pop: 163227, State: Kansas, County: Wyandotte County, Income: 42783, Poverty: 21.4
Entry(2825): Total Pop: 163368, State: Colorado, County: Pueblo County, Income: 42386, Poverty: 19.8
Entry(2826): Total Pop: 163987, State: Kentucky, County: Kenton County, Income: 58674, Poverty: 12.9
Entry(2827): Total Pop: 164012, State: Rhode Island, County: Kent County, Income: 69047, Poverty: 7.8
Entry(2828): Total Pop: 164092, State: Texas, County: Ellis County, Income: 67371, Poverty: 10.5
Entry(2829): Total Pop: 164094, State: Hawaii, County: Maui County, Income: 72762, Poverty: 10.0
Entry(2830): Total Pop: 164110, State: Connecticut, County: Middlesex County, Income: 81673, Poverty: 7.2
Entry(2831): Total Pop: 164118, State: North Carolina, County: Davidson County, Income: 45806, Poverty: 15.8
Entry(2832): Total Pop: 164825, State: Ohio, County: Greene County, Income: 65032, Poverty: 12.3
Entry(2833): Total Pop: 165707, State: South Carolina, County: Aiken County, Income: 47713, Poverty: 16.7
Entry(2834): Total Pop: 166778, State: Florida, County: Santa Rosa County, Income: 62731, Poverty: 11.3
Entry(2835): Total Pop: 167306, State: Pennsylvania, County: Monroe County, Income: 61430, Poverty: 11.1
Entry(2836): Total Pop: 167319, State: Maryland, County: Carroll County, Income: 90510, Poverty: 5.5
Entry(2837): Total Pop: 167391, State: Indiana, County: Porter County, Income: 65979, Poverty: 11.0
Entry(2838): Total Pop: 167886, State: Wisconsin, County: Kenosha County, Income: 57269, Poverty: 14.5
Entry(2839): Total Pop: 168161, State: Pennsylvania, County: Beaver County, Income: 53981, Poverty: 10.8
Entry(2840): Total Pop: 169540, State: Wisconsin, County: Winnebago County, Income: 55128, Poverty: 12.2
Entry(2841): Total Pop: 169798, State: North Carolina, County: Iredell County, Income: 55957, Poverty: 12.7
Entry(2842): Total Pop: 170620, State: North Dakota, County: Cass County, Income: 58026, Poverty: 11.2
Entry(2843): Total Pop: 170678, State: Ohio, County: Licking County, Income: 59747, Poverty: 11.8
Entry(2844): Total Pop: 171493, State: Iowa, County: Scott County, Income: 57681, Poverty: 12.3
Entry(2845): Total Pop: 172707, State: Michigan, County: Muskegon County, Income: 46077, Poverty: 18.5
Entry(2846): Total Pop: 173145, State: Delaware, County: Kent County, Income: 57647, Poverty: 13.0
Entry(2847): Total Pop: 173231, State: Illinois, County: McLean County, Income: 64573, Poverty: 14.5
Entry(2848): Total Pop: 173236, State: Florida, County: Charlotte County, Income: 46511, Poverty: 12.0
Entry(2849): Total Pop: 173267, State: Mississippi, County: DeSoto County, Income: 62595, Poverty: 9.8
Entry(2850): Total Pop: 174589, State: Missouri, County: Boone County, Income: 52005, Poverty: 18.7
Entry(2851): Total Pop: 175188, State: Nebraska, County: Sarpy County, Income: 75752, Poverty: 5.3
Entry(2852): Total Pop: 175321, State: Oregon, County: Deschutes County, Income: 59152, Poverty: 12.1
Entry(2853): Total Pop: 175730, State: Tennessee, County: Sumner County, Income: 61584, Poverty: 9.7
Entry(2854): Total Pop: 176362, State: Ohio, County: Medina County, Income: 71595, Poverty: 6.2
Entry(2855): Total Pop: 176484, State: North Carolina, County: Pitt County, Income: 43526, Poverty: 24.3
Entry(2856): Total Pop: 178392, State: Kansas, County: Shawnee County, Income: 54667, Poverty: 13.2
Entry(2857): Total Pop: 178919, State: California, County: Shasta County, Income: 47258, Poverty: 18.1
Entry(2858): Total Pop: 179144, State: Florida, County: Hernando County, Income: 44324, Poverty: 14.3
Entry(2859): Total Pop: 179316, State: South Carolina, County: Beaufort County, Income: 60603, Poverty: 11.9
Entry(2860): Total Pop: 179957, State: California, County: Imperial County, Income: 44779, Poverty: 23.8
Entry(2861): Total Pop: 180117, State: Florida, County: Bay County, Income: 50283, Poverty: 15.4
Entry(2862): Total Pop: 180129, State: New York, County: Ulster County, Income: 61652, Poverty: 13.2
Entry(2863): Total Pop: 180775, State: Virginia, County: Newport News city, Income: 51082, Poverty: 16.4
Entry(2864): Total Pop: 181831, State: Indiana, County: Vanderburgh County, Income: 44815, Poverty: 18.0
Entry(2865): Total Pop: 183288, State: Wisconsin, County: Outagamie County, Income: 61523, Poverty: 8.6
Entry(2866): Total Pop: 183660, State: South Dakota, County: Minnehaha County, Income: 57322, Poverty: 11.0
Entry(2867): Total Pop: 184454, State: Connecticut, County: Litchfield County, Income: 76438, Poverty: 6.8
Entry(2868): Total Pop: 185015, State: California, County: El Dorado County, Income: 74885, Poverty: 9.8
Entry(2869): Total Pop: 185984, State: Pennsylvania, County: Butler County, Income: 66037, Poverty: 8.4
Entry(2870): Total Pop: 186081, State: Indiana, County: Tippecanoe County, Income: 50486, Poverty: 20.9
Entry(2871): Total Pop: 186145, State: Illinois, County: Peoria County, Income: 53063, Poverty: 15.9
Entry(2872): Total Pop: 186308, State: North Carolina, County: Johnston County, Income: 54610, Poverty: 14.5
Entry(2873): Total Pop: 186946, State: Michigan, County: Livingston County, Income: 78430, Poverty: 5.9
Entry(2874): Total Pop: 187827, State: West Virginia, County: Kanawha County, Income: 46859, Poverty: 16.5
Entry(2875): Total Pop: 188614, State: Puerto Rico, County: Bayamón Municipio, Income: 25528, Poverty: 34.7
Entry(2876): Total Pop: 190529, State: Washington, County: Benton County, Income: 63001, Poverty: 13.4
Entry(2877): Total Pop: 192120, State: Tennessee, County: Montgomery County, Income: 53737, Poverty: 14.2
Entry(2878): Total Pop: 192685, State: North Carolina, County: Onslow County, Income: 48162, Poverty: 14.1
Entry(2879): Total Pop: 192865, State: Georgia, County: Hall County, Income: 55622, Poverty: 16.1
Entry(2880): Total Pop: 193024, State: Ohio, County: Delaware County, Income: 100229, Poverty: 5.1
Entry(2881): Total Pop: 193803, State: Michigan, County: Saginaw County, Income: 45034, Poverty: 17.7
Entry(2882): Total Pop: 194174, State: South Carolina, County: Anderson County, Income: 45551, Poverty: 15.6
Entry(2883): Total Pop: 194843, State: Texas, County: Hays County, Income: 62815, Poverty: 15.3
Entry(2884): Total Pop: 195101, State: Wisconsin, County: Racine County, Income: 58334, Poverty: 11.9
Entry(2885): Total Pop: 196124, State: New York, County: Broome County, Income: 49064, Poverty: 17.1
Entry(2886): Total Pop: 196325, State: Hawaii, County: Hawaii County, Income: 56395, Poverty: 17.4
