Entry(0): County: Abbeville County, State: South Carolina, Total Pop: 24788, Income: 35254, Poverty: 22.7
Entry(2597): County: Saratoga County, State: New York, Total Pop: 226632, Income: 77548, Poverty: 6.6
Entry(2598): County: Sargent County, State: North Dakota, Total Pop: 3883, Income: 60824, Poverty: 4.3
Entry(2599): County: Sarpy County, State: Nebraska, Total Pop: 175188, Income: 75752, Poverty: 5.3
Entry(2600): County: Sauk County, State: Wisconsin, Total Pop: 63340, Income: 54447, Poverty: 11.3
Entry(2601): County: Saunders County, State: Nebraska, Total Pop: 20953, Income: 65015, Poverty: 9.0
Entry(2602): County: Sawyer County, State: Wisconsin, Total Pop: 16384, Income: 43565, Poverty: 17.7
Entry(2603): County: Schenectady County, State: New York, Total Pop: 155239, Income: 61315, Poverty: 12.4
Entry(2604): County: Schleicher County, State: Texas, Total Pop: 3122, Income: 63432, Poverty: 10.2
Entry(2605): County: Schley County, State: Georgia, Total Pop: 5168, Income: 41267, Poverty: 22.2
Entry(2606): County: Schoharie County, State: New York, Total Pop: 31611, Income: 51842, Poverty: 13.9
Entry(2607): County: Schoolcraft County, State: Michigan, Total Pop: 8114, Income: 37428, Poverty: 21.4
Entry(2608): County: Schuyler County, State: Missouri, Total Pop: 4450, Income: 38848, Poverty: 18.4
Entry(2609): County: Schuyler County, State: New York, Total Pop: 18112, Income: 47810, Poverty: 15.3
Entry(2610): County: Schuyler County, State: Illinois, Total Pop: 7181, Income: 47321, Poverty: 21.5
Entry(2611): County: Schuylkill County, State: Pennsylvania, Total Pop: 144287, Income: 47642, Poverty: 12.5
Entry(2612): County: Scioto County, State: Ohio, Total Pop: 76871, Income: 38978, Poverty: 23.9
Entry(2613): County: Scotland County, State: Missouri, Total Pop: 4883, Income: 42939, Poverty: 16.7
Entry(2614): County: Scotland County, State: North Carolina, Total Pop: 35445, Income: 32739, Poverty: 29.8
Entry(2615): County: Scott County, State: Illinois, Total Pop: 5109, Income: 48542, Poverty: 14.9
Entry(2616): County: Scott County, State: Iowa, Total Pop: 171493, Income: 57681, Poverty: 12.3
Entry(2617): County: Scott County, State: Virginia, Total Pop: 22290, Income: 38725, Poverty: 17.7
Entry(2618): County: Scott County, State: Kentucky, Total Pop: 52322, Income: 65598, Poverty: 11.5
Entry(2619): County: Scott County, State: Mississippi, Total Pop: 28399, Income: 33601, Poverty: 27.8
Entry(2620): County: Scott County, State: Missouri, Total Pop: 38858, Income: 41628, Poverty: 20.1
Entry(2621): County: Scott County, State: Indiana, Total Pop: 23722, Income: 49243, Poverty: 13.7
Entry(2622): County: Scott County, State: Kansas, Total Pop: 4981, Income: 62198, Poverty: 4.3
Entry(2623): County: Scott County, State: Minnesota, Total Pop: 141463, Income: 93151, Poverty: 5.6
Entry(2624): County: Scott County, State: Tennessee, Total Pop: 21949, Income: 31875, Poverty: 26.2
Entry(2625): County: Scott County, State: Arkansas, Total Pop: 10584, Income: 37396, Poverty: 20.5
Entry(2626): County: Scotts Bluff County, State: Nebraska, Total Pop: 36509, Income: 47975, Poverty: 13.2
Entry(2627): County: Screven County, State: Georgia, Total Pop: 14037, Income: 36556, Poverty: 22.6
Entry(2628): County: Scurry County, State: Texas, Total Pop: 17346, Income: 54565, Poverty: 12.8
Entry(2629): County: Searcy County, State: Arkansas, Total Pop: 7925, Income: 36716, Poverty: 17.4
Entry(2630): County: Sebastian County, State: Arkansas, Total Pop: 127362, Income: 40932, Poverty: 22.5
Entry(2631): County: Sedgwick County, State: Colorado, Total Pop: 2357, Income: 49583, Poverty: 17.0
Entry(2632): County: Sedgwick County, State: Kansas, Total Pop: 510484, Income: 52841, Poverty: 14.7
Entry(2633): County: Seminole County, State: Georgia, Total Pop: 8549, Income: 33999, Poverty: 25.5
Entry(2634): County: Seminole County, State: Oklahoma, Total Pop: 25246, Income: 37741, Poverty: 22.7
Entry(2635): County: Seminole County, State: Florida, Total Pop: 449260, Income: 60739, Poverty: 11.8
Entry(2636): County: Seneca County, State: Ohio, Total Pop: 55549, Income: 49153, Poverty: 15.2
Entry(2637): County: Seneca County, State: New York, Total Pop: 34843, Income: 51601, Poverty: 11.8
Entry(2638): County: Sequatchie County, State: Tennessee, Total Pop: 14654, Income: 51312, Poverty: 14.4
Entry(2639): County: Sequoyah County, State: Oklahoma, Total Pop: 41364, Income: 37455, Poverty: 24.6
Entry(2640): County: Sevier County, State: Tennessee, Total Pop: 95523, Income: 44473, Poverty: 15.3
Entry(2641): County: Sevier County, State: Arkansas, Total Pop: 17206, Income: 43675, Poverty: 21.2
Entry(2642): County: Sevier County, State: Utah, Total Pop: 20961, Income: 50850, Poverty: 13.3
Entry(2643): County: Seward County, State: Kansas, Total Pop: 22948, Income: 47535, Poverty: 18.8
Entry(2644): County: Seward County, State: Nebraska, Total Pop: 17045, Income: 63095, Poverty: 9.2
Entry(2645): County: Shackelford County, State: Texas, Total Pop: 3348, Income: 46685, Poverty: 17.7
Entry(2646): County: Shannon County, State: Missouri, Total Pop: 8273, Income: 31202, Poverty: 30.5
Entry(2647): County: Sharkey County, State: Mississippi, Total Pop: 4631, Income: 30033, Poverty: 29.0
Entry(2648): County: Sharp County, State: Arkansas, Total Pop: 17041, Income: 31792, Poverty: 23.3
Entry(2649): County: Shasta County, State: California, Total Pop: 178919, Income: 47258, Poverty: 18.1
Entry(2650): County: Shawano County, State: Wisconsin, Total Pop: 41136, Income: 51751, Poverty: 11.5
Entry(2651): County: Shawnee County, State: Kansas, Total Pop: 178392, Income: 54667, Poverty: 13.2
Entry(2652): County: Sheboygan County, State: Wisconsin, Total Pop: 115094, Income: 56114, Poverty: 8.2
Entry(2653): County: Shelby County, State: Illinois, Total Pop: 21906, Income: 49807, Poverty: 12.1
Entry(2654): County: Shelby County, State: Iowa, Total Pop: 11772, Income: 55638, Poverty: 8.7
Entry(2655): County: Shelby County, State: Tennessee, Total Pop: 937847, Income: 48415, Poverty: 20.8
Entry(2656): County: Shelby County, State: Ohio, Total Pop: 48902, Income: 57673, Poverty: 8.9
Entry(2657): County: Shelby County, State: Texas, Total Pop: 25689, Income: 38121, Poverty: 23.1
Entry(2658): County: Shelby County, State: Alabama, Total Pop: 208721, Income: 74063, Poverty: 8.3
Entry(2659): County: Shelby County, State: Kentucky, Total Pop: 45831, Income: 63171, Poverty: 12.4
Entry(2660): County: Shelby County, State: Indiana, Total Pop: 44339, Income: 57216, Poverty: 10.6
Entry(2661): County: Shelby County, State: Missouri, Total Pop: 6084, Income: 42593, Poverty: 15.5
Entry(2662): County: Shenandoah County, State: Virginia, Total Pop: 42854, Income: 53934, Poverty: 10.3
Entry(2663): County: Sherburne County, State: Minnesota, Total Pop: 92024, Income: 83895, Poverty: 6.4
Entry(2664): County: Sheridan County, State: Wyoming, Total Pop: 29964, Income: 56455, Poverty: 6.8
Entry(2665): County: Sheridan County, State: North Dakota, Total Pop: 1403, Income: 49750, Poverty: 15.4
Entry(2666): County: Sheridan County, State: Kansas, Total Pop: 2497, Income: 56607, Poverty: 4.8
Entry(2667): County: Sheridan County, State: Montana, Total Pop: 3568, Income: 51940, Poverty: 12.2
Entry(2668): County: Sheridan County, State: Nebraska, Total Pop: 5241, Income: 41209, Poverty: 15.8
Entry(2669): County: Sherman County, State: Nebraska, Total Pop: 3048, Income: 48704, Poverty: 10.7
Entry(2670): County: Sherman County, State: Oregon, Total Pop: 1635, Income: 42074, Poverty: 13.7
Entry(2671): County: Sherman County, State: Kansas, Total Pop: 5999, Income: 52030, Poverty: 16.5
Entry(2672): County: Sherman County, State: Texas, Total Pop: 3067, Income: 54961, Poverty: 14.8
Entry(2673): County: Shiawassee County, State: Michigan, Total Pop: 68617, Income: 50967, Poverty: 13.1
Entry(2674): County: Shoshone County, State: Idaho, Total Pop: 12490, Income: 39835, Poverty: 17.4
Entry(2675): County: Sibley County, State: Minnesota, Total Pop: 14888, Income: 60848, Poverty: 8.5
Entry(2676): County: Sierra County, State: California, Total Pop: 2885, Income: 44190, Poverty: 12.3
Entry(2677): County: Sierra County, State: New Mexico, Total Pop: 11254, Income: 29690, Poverty: 21.2
Entry(2678): County: Silver Bow County, State: Montana, Total Pop: 34514, Income: 40480, Poverty: 19.2
Entry(2679): County: Simpson County, State: Kentucky, Total Pop: 17881, Income: 44989, Poverty: 17.4
Entry(2680): County: Simpson County, State: Mississippi, Total Pop: 27215, Income: 37591, Poverty: 27.1
Entry(2681): County: Sioux County, State: Nebraska, Total Pop: 1256, Income: 45375, Poverty: 12.4
Entry(2682): County: Sioux County, State: Iowa, Total Pop: 34692, Income: 66022, Poverty: 7.9
Entry(2683): County: Sioux County, State: North Dakota, Total Pop: 4420, Income: 40795, Poverty: 37.1
Entry(2684): County: Siskiyou County, State: California, Total Pop: 43530, Income: 40884, Poverty: 20.7
Entry(2685): County: Sitka City and Borough, State: Alaska, Total Pop: 8810, Income: 70765, Poverty: 9.2
Entry(2686): County: Skagit County, State: Washington, Total Pop: 121725, Income: 59263, Poverty: 14.3
Entry(2687): County: Skagway Municipality, State: Alaska, Total Pop: 1038, Income: 70673, Poverty: 5.6
Entry(2688): County: Skamania County, State: Washington, Total Pop: 11498, Income: 53606, Poverty: 13.3
Entry(2689): County: Slope County, State: North Dakota, Total Pop: 674, Income: 61250, Poverty: 6.8
Entry(2690): County: Smith County, State: Mississippi, Total Pop: 16114, Income: 37697, Poverty: 18.2
Entry(2691): County: Smith County, State: Tennessee, Total Pop: 19279, Income: 44275, Poverty: 14.1
Entry(2692): County: Smith County, State: Kansas, Total Pop: 3693, Income: 45357, Poverty: 13.3
Entry(2693): County: Smith County, State: Texas, Total Pop: 222277, Income: 50742, Poverty: 16.3
Entry(2694): County: Smyth County, State: Virginia, Total Pop: 31298, Income: 40544, Poverty: 17.4
Entry(2695): County: Snohomish County, State: Washington, Total Pop: 771904, Income: 78020, Poverty: 8.8
Entry(2696): County: Snyder County, State: Pennsylvania, Total Pop: 40570, Income: 54182, Poverty: 11.3
Entry(2697): County: Socorro County, State: New Mexico, Total Pop: 17098, Income: 34008, Poverty: 26.6
Entry(2698): County: Solano County, State: California, Total Pop: 434981, Income: 72950, Poverty: 11.5
Entry(2699): County: Somerset County, State: Maryland, Total Pop: 25801, Income: 39239, Poverty: 22.5
Entry(2700): County: Somerset County, State: New Jersey, Total Pop: 333316, Income: 106046, Poverty: 4.8
Entry(2701): County: Somerset County, State: Maine, Total Pop: 50994, Income: 41549, Poverty: 17.8
Entry(2702): County: Somerset County, State: Pennsylvania, Total Pop: 75619, Income: 46132, Poverty: 12.7
Entry(2703): County: Somervell County, State: Texas, Total Pop: 8650, Income: 52346, Poverty: 21.5
Entry(2704): County: Sonoma County, State: California, Total Pop: 500943, Income: 71769, Poverty: 10.7
Entry(2705): County: Southampton County, State: Virginia, Total Pop: 18089, Income: 53681, Poverty: 11.7
Entry(2706): County: Southeast Fairbanks Census Area, State: Alaska, Total Pop: 6889, Income: 63866, Poverty: 13.9
Entry(2707): County: Spalding County, State: Georgia, Total Pop: 64192, Income: 42398, Poverty: 21.6
Entry(2708): County: Spartanburg County, State: South Carolina, Total Pop: 297732, Income: 47575, Poverty: 15.6
Entry(2709): County: Spencer County, State: Indiana, Total Pop: 20610, Income: 55280, Poverty: 9.7
Entry(2710): County: Spencer County, State: Kentucky, Total Pop: 18012, Income: 68916, Poverty: 8.7
Entry(2711): County: Spink County, State: South Dakota, Total Pop: 6478, Income: 52000, Poverty: 9.9
Entry(2712): County: Spokane County, State: Washington, Total Pop: 490764, Income: 52159, Poverty: 15.2
Entry(2713): County: Spotsylvania County, State: Virginia, Total Pop: 130159, Income: 81434, Poverty: 8.0
Entry(2714): County: St. Bernard Parish, State: Louisiana, Total Pop: 45067, Income: 45265, Poverty: 19.7
Entry(2715): County: St. Charles County, State: Missouri, Total Pop: 385115, Income: 78380, Poverty: 5.7
Entry(2716): County: St. Charles Parish, State: Louisiana, Total Pop: 52728, Income: 64707, Poverty: 12.2
Entry(2717): County: St. Clair County, State: Missouri, Total Pop: 9396, Income: 35066, Poverty: 22.2
Entry(2718): County: St. Clair County, State: Illinois, Total Pop: 264433, Income: 51103, Poverty: 17.0
Entry(2719): County: St. Clair County, State: Alabama, Total Pop: 86937, Income: 53483, Poverty: 13.7
Entry(2720): County: St. Clair County, State: Michigan, Total Pop: 159761, Income: 53641, Poverty: 13.3
Entry(2721): County: St. Croix County, State: Wisconsin, Total Pop: 87142, Income: 77768, Poverty: 4.8
Entry(2722): County: St. Francis County, State: Arkansas, Total Pop: 26688, Income: 33102, Poverty: 27.5
Entry(2723): County: St. Francois County, State: Missouri, Total Pop: 66248, Income: 42873, Poverty: 15.4
Entry(2724): County: St. Helena Parish, State: Louisiana, Total Pop: 10509, Income: 35254, Poverty: 26.4
Entry(2725): County: St. James Parish, State: Louisiana, Total Pop: 21485, Income: 52055, Poverty: 15.6
Entry(2726): County: St. John the Baptist Parish, State: Louisiana, Total Pop: 43565, Income: 53628, Poverty: 17.9
Entry(2727): County: St. Johns County, State: Florida, Total Pop: 226578, Income: 73640, Poverty: 9.1
Entry(2728): County: St. Joseph County, State: Michigan, Total Pop: 60890, Income: 47856, Poverty: 15.7
Entry(2729): County: St. Joseph County, State: Indiana, Total Pop: 268613, Income: 48121, Poverty: 17.1
Entry(2730): County: St. Landry Parish, State: Louisiana, Total Pop: 83580, Income: 32163, Poverty: 27.9
Entry(2731): County: St. Lawrence County, State: New York, Total Pop: 110817, Income: 48330, Poverty: 19.4
Entry(2732): County: St. Louis County, State: Minnesota, Total Pop: 200294, Income: 50936, Poverty: 15.4
Entry(2733): County: St. Louis County, State: Missouri, Total Pop: 999539, Income: 62931, Poverty: 9.8
Entry(2734): County: St. Louis city, State: Missouri, Total Pop: 314867, Income: 38664, Poverty: 25.0
Entry(2735): County: St. Lucie County, State: Florida, Total Pop: 298763, Income: 47132, Poverty: 16.6
Entry(2736): County: St. Martin Parish, State: Louisiana, Total Pop: 53609, Income: 47279, Poverty: 17.7
Entry(2737): County: St. Mary Parish, State: Louisiana, Total Pop: 52578, Income: 41345, Poverty: 19.5
Entry(2738): County: St. Mary's County, State: Maryland, Total Pop: 110979, Income: 86508, Poverty: 8.2
Entry(2739): County: St. Tammany Parish, State: Louisiana, Total Pop: 249201, Income: 66539, Poverty: 10.8
Entry(2740): County: Stafford County, State: Kansas, Total Pop: 4251, Income: 47121, Poverty: 14.5
Entry(2741): County: Stafford County, State: Virginia, Total Pop: 141159, Income: 103005, Poverty: 4.7
Entry(2742): County: Stanislaus County, State: California, Total Pop: 535684, Income: 54260, Poverty: 17.2
Entry(2743): County: Stanley County, State: South Dakota, Total Pop: 2994, Income: 63233, Poverty: 5.8
Entry(2744): County: Stanly County, State: North Carolina, Total Pop: 60875, Income: 46017, Poverty: 15.7
Entry(2745): County: Stanton County, State: Kansas, Total Pop: 2107, Income: 42222, Poverty: 10.8
Entry(2746): County: Stanton County, State: Nebraska, Total Pop: 6020, Income: 57534, Poverty: 9.5
Entry(2747): County: Stark County, State: Illinois, Total Pop: 5551, Income: 52284, Poverty: 14.0
Entry(2748): County: Stark County, State: Ohio, Total Pop: 374273, Income: 50117, Poverty: 14.0
Entry(2749): County: Stark County, State: North Dakota, Total Pop: 30316, Income: 77328, Poverty: 8.1
Entry(2750): County: Starke County, State: Indiana, Total Pop: 22966, Income: 45526, Poverty: 16.7
Entry(2751): County: Starr County, State: Texas, Total Pop: 63420, Income: 27133, Poverty: 35.0
Entry(2752): County: Staunton city, State: Virginia, Total Pop: 24273, Income: 46435, Poverty: 13.3
Entry(2753): County: Ste. Genevieve County, State: Missouri, Total Pop: 17882, Income: 50959, Poverty: 16.6
Entry(2754): County: Stearns County, State: Minnesota, Total Pop: 155300, Income: 59564, Poverty: 13.1
Entry(2755): County: Steele County, State: North Dakota, Total Pop: 1915, Income: 65437, Poverty: 3.8
Entry(2756): County: Steele County, State: Minnesota, Total Pop: 36612, Income: 58882, Poverty: 9.9
Entry(2757): County: Stephens County, State: Texas, Total Pop: 9365, Income: 45862, Poverty: 21.3
Entry(2758): County: Stephens County, State: Georgia, Total Pop: 25625, Income: 39756, Poverty: 18.1
Entry(2759): County: Stephens County, State: Oklahoma, Total Pop: 44293, Income: 44805, Poverty: 15.1
Entry(2760): County: Stephenson County, State: Illinois, Total Pop: 45839, Income: 46427, Poverty: 16.1
Entry(2761): County: Sterling County, State: Texas, Total Pop: 1139, Income: 50000, Poverty: 17.0
Entry(2762): County: Steuben County, State: Indiana, Total Pop: 34459, Income: 52749, Poverty: 10.1
Entry(2763): County: Steuben County, State: New York, Total Pop: 97539, Income: 50157, Poverty: 14.5
Entry(2764): County: Stevens County, State: Washington, Total Pop: 43858, Income: 47272, Poverty: 15.6
Entry(2765): County: Stevens County, State: Kansas, Total Pop: 5741, Income: 57500, Poverty: 16.8
Entry(2766): County: Stevens County, State: Minnesota, Total Pop: 9759, Income: 57552, Poverty: 15.4
Entry(2767): County: Stewart County, State: Tennessee, Total Pop: 13248, Income: 44090, Poverty: 19.0
Entry(2768): County: Stewart County, State: Georgia, Total Pop: 5832, Income: 22413, Poverty: 41.5
Entry(2769): County: Stillwater County, State: Montana, Total Pop: 9342, Income: 61998, Poverty: 6.5
Entry(2770): County: Stoddard County, State: Missouri, Total Pop: 29634, Income: 40076, Poverty: 16.8
Entry(2771): County: Stokes County, State: North Carolina, Total Pop: 46124, Income: 44490, Poverty: 13.9
Entry(2772): County: Stone County, State: Mississippi, Total Pop: 17981, Income: 46283, Poverty: 17.3
Entry(2773): County: Stone County, State: Missouri, Total Pop: 31529, Income: 43292, Poverty: 12.8
Entry(2774): County: Stone County, State: Arkansas, Total Pop: 12443, Income: 33091, Poverty: 24.2
Entry(2775): County: Stonewall County, State: Texas, Total Pop: 1084, Income: 46786, Poverty: 13.9
Entry(2776): County: Storey County, State: Nevada, Total Pop: 3891, Income: 63607, Poverty: 7.7
Entry(2777): County: Story County, State: Iowa, Total Pop: 95888, Income: 52671, Poverty: 22.0
Entry(2778): County: Strafford County, State: New Hampshire, Total Pop: 126552, Income: 67805, Poverty: 9.5
Entry(2779): County: Stutsman County, State: North Dakota, Total Pop: 21058, Income: 56088, Poverty: 11.1
Entry(2780): County: Sublette County, State: Wyoming, Total Pop: 10037, Income: 84911, Poverty: 7.4
Entry(2781): County: Suffolk County, State: Massachusetts, Total Pop: 780685, Income: 61242, Poverty: 19.6
Entry(2782): County: Suffolk County, State: New York, Total Pop: 1497595, Income: 92838, Poverty: 7.2
Entry(2783): County: Suffolk city, State: Virginia, Total Pop: 88057, Income: 68089, Poverty: 11.2
Entry(2784): County: Sullivan County, State: New York, Total Pop: 75783, Income: 53877, Poverty: 15.9
Entry(2785): County: Sullivan County, State: Pennsylvania, Total Pop: 6192, Income: 45519, Poverty: 13.1
Entry(2786): County: Sullivan County, State: Missouri, Total Pop: 6382, Income: 42034, Poverty: 15.9
Entry(2787): County: Sullivan County, State: Indiana, Total Pop: 20900, Income: 45031, Poverty: 15.6
Entry(2788): County: Sullivan County, State: New Hampshire, Total Pop: 43073, Income: 59419, Poverty: 9.4
Entry(2789): County: Sullivan County, State: Tennessee, Total Pop: 156519, Income: 42251, Poverty: 16.6
Entry(2790): County: Sully County, State: South Dakota, Total Pop: 1390, Income: 60694, Poverty: 3.3
Entry(2791): County: Summers County, State: West Virginia, Total Pop: 13210, Income: 35218, Poverty: 19.0
Entry(2792): County: Summit County, State: Colorado, Total Pop: 29722, Income: 73538, Poverty: 10.3
Entry(2793): County: Summit County, State: Utah, Total Pop: 39731, Income: 94952, Poverty: 7.5
Entry(2794): County: Summit County, State: Ohio, Total Pop: 541318, Income: 53291, Poverty: 13.6
Entry(2795): County: Sumner County, State: Tennessee, Total Pop: 175730, Income: 61584, Poverty: 9.7
Entry(2796): County: Sumner County, State: Kansas, Total Pop: 23336, Income: 52695, Poverty: 11.8
Entry(2797): County: Sumter County, State: Georgia, Total Pop: 30687, Income: 34219, Poverty: 33.4
Entry(2798): County: Sumter County, State: South Carolina, Total Pop: 107379, Income: 41946, Poverty: 21.1
Entry(2799): County: Sumter County, State: Alabama, Total Pop: 13084, Income: 21663, Poverty: 36.0
Entry(2800): County: Sumter County, State: Florida, Total Pop: 116754, Income: 54771, Poverty: 9.2
Entry(2801): County: Sunflower County, State: Mississippi, Total Pop: 26915, Income: 28556, Poverty: 32.5
Entry(2802): County: Surry County, State: North Carolina, Total Pop: 72315, Income: 39071, Poverty: 17.6
Entry(2803): County: Surry County, State: Virginia, Total Pop: 6670, Income: 54656, Poverty: 13.6
Entry(2804): County: Susquehanna County, State: Pennsylvania, Total Pop: 41716, Income: 52014, Poverty: 13.0
Entry(2805): County: Sussex County, State: New Jersey, Total Pop: 143570, Income: 89238, Poverty: 5.3
Entry(2806): County: Sussex County, State: Virginia, Total Pop: 11595, Income: 44608, Poverty: 17.8
Entry(2807): County: Sussex County, State: Delaware, Total Pop: 215551, Income: 57901, Poverty: 12.0
Entry(2808): County: Sutter County, State: California, Total Pop: 95583, Income: 54347, Poverty: 16.7
Entry(2809): County: Sutton County, State: Texas, Total Pop: 3894, Income: 60996, Poverty: 6.5
Entry(2810): County: Suwannee County, State: Florida, Total Pop: 43814, Income: 40600, Poverty: 20.4
Entry(2811): County: Swain County, State: North Carolina, Total Pop: 14208, Income: 35271, Poverty: 20.9
Entry(2812): County: Sweet Grass County, State: Montana, Total Pop: 3646, Income: 49761, Poverty: 10.4
Entry(2813): County: Sweetwater County, State: Wyoming, Total Pop: 44527, Income: 71083, Poverty: 12.0
Entry(2814): County: Swift County, State: Minnesota, Total Pop: 9448, Income: 49556, Poverty: 12.2
Entry(2815): County: Swisher County, State: Texas, Total Pop: 7541, Income: 37883, Poverty: 22.2
Entry(2816): County: Switzerland County, State: Indiana, Total Pop: 10617, Income: 43468, Poverty: 19.7
Entry(2817): County: Talbot County, State: Georgia, Total Pop: 6423, Income: 37226, Poverty: 16.9
Entry(2818): County: Talbot County, State: Maryland, Total Pop: 37461, Income: 65595, Poverty: 10.0
Entry(2819): County: Taliaferro County, State: Georgia, Total Pop: 1844, Income: 30500, Poverty: 31.0
Entry(2820): County: Talladega County, State: Alabama, Total Pop: 80888, Income: 39219, Poverty: 19.3
Entry(2821): County: Tallahatchie County, State: Mississippi, Total Pop: 14552, Income: 30000, Poverty: 28.3
Entry(2822): County: Tallapoosa County, State: Alabama, Total Pop: 40756, Income: 42181, Poverty: 21.2
Entry(2823): County: Tama County, State: Iowa, Total Pop: 17236, Income: 56110, Poverty: 11.8
Entry(2824): County: Taney County, State: Missouri, Total Pop: 54308, Income: 39661, Poverty: 17.1
Entry(2825): County: Tangipahoa Parish, State: Louisiana, Total Pop: 128850, Income: 45901, Poverty: 21.9
Entry(2826): County: Taos County, State: New Mexico, Total Pop: 32809, Income: 35314, Poverty: 21.3
Entry(2827): County: Tarrant County, State: Texas, Total Pop: 1983675, Income: 62532, Poverty: 13.5
Entry(2828): County: Tate County, State: Mississippi, Total Pop: 28333, Income: 46233, Poverty: 19.3
Entry(2829): County: Tattnall County, State: Georgia, Total Pop: 25402, Income: 36355, Poverty: 23.7
Entry(2830): County: Taylor County, State: Iowa, Total Pop: 6214, Income: 46825, Poverty: 11.0
Entry(2831): County: Taylor County, State: Florida, Total Pop: 22350, Income: 37188, Poverty: 16.4
Entry(2832): County: Taylor County, State: Kentucky, Total Pop: 25406, Income: 36455, Poverty: 23.1
Entry(2833): County: Taylor County, State: West Virginia, Total Pop: 16977, Income: 45916, Poverty: 15.7
Entry(2834): County: Taylor County, State: Wisconsin, Total Pop: 20344, Income: 49821, Poverty: 10.9
Entry(2835): County: Taylor County, State: Texas, Total Pop: 135371, Income: 49161, Poverty: 16.1
Entry(2836): County: Taylor County, State: Georgia, Total Pop: 8267, Income: 29875, Poverty: 28.2
Entry(2837): County: Tazewell County, State: Virginia, Total Pop: 42689, Income: 40309, Poverty: 15.6
Entry(2838): County: Tazewell County, State: Illinois, Total Pop: 134695, Income: 60874, Poverty: 8.0
Entry(2839): County: Tehama County, State: California, Total Pop: 63247, Income: 42512, Poverty: 20.9
Entry(2840): County: Telfair County, State: Georgia, Total Pop: 16339, Income: 28044, Poverty: 27.7
Entry(2841): County: Teller County, State: Colorado, Total Pop: 23769, Income: 66809, Poverty: 7.5
Entry(2842): County: Tensas Parish, State: Louisiana, Total Pop: 4771, Income: 21906, Poverty: 38.0
Entry(2843): County: Terrebonne Parish, State: Louisiana, Total Pop: 113067, Income: 47650, Poverty: 20.1
Entry(2844): County: Terrell County, State: Georgia, Total Pop: 8978, Income: 32219, Poverty: 35.3
Entry(2845): County: Terrell County, State: Texas, Total Pop: 721, Income: 26063, Poverty: 17.1
Entry(2846): County: Terry County, State: Texas, Total Pop: 12755, Income: 42441, Poverty: 13.7
Entry(2847): County: Teton County, State: Idaho, Total Pop: 10776, Income: 55986, Poverty: 8.3
Entry(2848): County: Teton County, State: Montana, Total Pop: 6040, Income: 51060, Poverty: 9.8
Entry(2849): County: Teton County, State: Wyoming, Total Pop: 22923, Income: 80049, Poverty: 6.8
Entry(2850): County: Texas County, State: Oklahoma, Total Pop: 21409, Income: 49469, Poverty: 16.8
Entry(2851): County: Texas County, State: Missouri, Total Pop: 25714, Income: 35571, Poverty: 25.3
Entry(2852): County: Thayer County, State: Nebraska, Total Pop: 5133, Income: 48151, Poverty: 10.9
Entry(2853): County: Thomas County, State: Georgia, Total Pop: 44909, Income: 41336, Poverty: 19.5
Entry(2854): County: Thomas County, State: Kansas, Total Pop: 7847, Income: 52465, Poverty: 11.1
Entry(2855): County: Thomas County, State: Nebraska, Total Pop: 643, Income: 53173, Poverty: 12.4
Entry(2856): County: Throckmorton County, State: Texas, Total Pop: 1541, Income: 37279, Poverty: 17.1
Entry(2857): County: Thurston County, State: Nebraska, Total Pop: 7055, Income: 44701, Poverty: 30.5
Entry(2858): County: Thurston County, State: Washington, Total Pop: 269885, Income: 66113, Poverty: 11.6
Entry(2859): County: Tift County, State: Georgia, Total Pop: 40531, Income: 38728, Poverty: 27.8
Entry(2860): County: Tillamook County, State: Oregon, Total Pop: 25840, Income: 45061, Poverty: 15.5
Entry(2861): County: Tillman County, State: Oklahoma, Total Pop: 7591, Income: 40728, Poverty: 22.1
Entry(2862): County: Tioga County, State: New York, Total Pop: 49322, Income: 57153, Poverty: 11.2
Entry(2863): County: Tioga County, State: Pennsylvania, Total Pop: 41550, Income: 50017, Poverty: 13.4
Entry(2864): County: Tippah County, State: Mississippi, Total Pop: 21993, Income: 39351, Poverty: 22.8
Entry(2865): County: Tippecanoe County, State: Indiana, Total Pop: 186081, Income: 50486, Poverty: 20.9
Entry(2866): County: Tipton County, State: Indiana, Total Pop: 15290, Income: 53931, Poverty: 9.4
Entry(2867): County: Tipton County, State: Tennessee, Total Pop: 61434, Income: 57212, Poverty: 14.6
Entry(2868): County: Tishomingo County, State: Mississippi, Total Pop: 19476, Income: 36672, Poverty: 18.6
Entry(2869): County: Titus County, State: Texas, Total Pop: 32664, Income: 46980, Poverty: 19.3
Entry(2870): County: Toa Alta Municipio, State: Puerto Rico, Total Pop: 74169, Income: 29672, Poverty: 29.8
Entry(2871): County: Toa Baja Municipio, State: Puerto Rico, Total Pop: 81905, Income: 24583, Poverty: 35.8
Entry(2872): County: Todd County, State: Minnesota, Total Pop: 24423, Income: 49213, Poverty: 13.0
Entry(2873): County: Todd County, State: South Dakota, Total Pop: 10016, Income: 26285, Poverty: 52.0
Entry(2874): County: Todd County, State: Kentucky, Total Pop: 12377, Income: 38248, Poverty: 20.1
Entry(2875): County: Tolland County, State: Connecticut, Total Pop: 151596, Income: 81312, Poverty: 6.5
Entry(2876): County: Tom Green County, State: Texas, Total Pop: 116906, Income: 49662, Poverty: 12.9
