Entry(0): State: Alabama, Total Pop: 55036, County: Autauga County, Income: 55317, Poverty: 13.7
Entry(2538): State: Tennessee, Total Pop: 5071, County: Pickett County, Income: 39313, Poverty: 18.8
Entry(2539): State: Tennessee, Total Pop: 68575, County: Robertson County, Income: 57424, Poverty: 11.3
Entry(2540): State: Tennessee, Total Pop: 937847, County: Shelby County, Income: 48415, Poverty: 20.8
Entry(2541): State: Tennessee, Total Pop: 61434, County: Tipton County, Income: 57212, Poverty: 14.6
Entry(2542): State: Tennessee, Total Pop: 40210, County: Warren County, Income: 36765, Poverty: 21.6
Entry(2543): State: Tennessee, Total Pop: 212161, County: Williamson County, Income: 103543, Poverty: 4.6
Entry(2544): State: Tennessee, Total Pop: 127135, County: Blount County, Income: 51172, Poverty: 13.0
Entry(2545): State: Tennessee, Total Pop: 56500, County: Carter County, Income: 34625, Poverty: 24.5
Entry(2546): State: Tennessee, Total Pop: 35262, County: Cocke County, Income: 32027, Poverty: 25.0
Entry(2547): State: Tennessee, Total Pop: 11681, County: Decatur County, Income: 36427, Poverty: 22.6
Entry(2548): State: Tennessee, Total Pop: 17940, County: Fentress County, Income: 32616, Poverty: 23.0
Entry(2549): State: Tennessee, Total Pop: 68520, County: Greene County, Income: 38266, Poverty: 17.2
Entry(2550): State: Tennessee, Total Pop: 25784, County: Hardeman County, Income: 36686, Poverty: 21.2
Entry(2551): State: Tennessee, Total Pop: 32263, County: Henry County, Income: 40415, Poverty: 19.7
Entry(2552): State: Tennessee, Total Pop: 52887, County: Jefferson County, Income: 45641, Poverty: 13.8
Entry(2553): State: Tennessee, Total Pop: 42591, County: Lawrence County, Income: 41522, Poverty: 18.3
Entry(2554): State: Tennessee, Total Pop: 25945, County: McNairy County, Income: 34353, Poverty: 21.6
Entry(2555): State: Tennessee, Total Pop: 87606, County: Maury County, Income: 52080, Poverty: 13.0
Entry(2556): State: Tennessee, Total Pop: 21639, County: Morgan County, Income: 40707, Poverty: 22.9
Entry(2557): State: Tennessee, Total Pop: 16722, County: Polk County, Income: 42307, Poverty: 17.0
Entry(2558): State: Tennessee, Total Pop: 298456, County: Rutherford County, Income: 62149, Poverty: 11.8
Entry(2559): State: Tennessee, Total Pop: 19279, County: Smith County, Income: 44275, Poverty: 14.1
Entry(2560): State: Tennessee, Total Pop: 8773, County: Trousdale County, Income: 41776, Poverty: 13.3
Entry(2561): State: Tennessee, Total Pop: 126437, County: Washington County, Income: 44180, Poverty: 16.5
Entry(2562): State: Tennessee, Total Pop: 128874, County: Wilson County, Income: 66123, Poverty: 9.2
Entry(2563): State: Tennessee, Total Pop: 75538, County: Anderson County, Income: 47206, Poverty: 16.3
Entry(2564): State: Tennessee, Total Pop: 103666, County: Bradley County, Income: 46381, Poverty: 18.0
Entry(2565): State: Tennessee, Total Pop: 39713, County: Cheatham County, Income: 56150, Poverty: 12.7
Entry(2566): State: Tennessee, Total Pop: 54074, County: Coffee County, Income: 46614, Poverty: 15.2
Entry(2567): State: Tennessee, Total Pop: 19380, County: DeKalb County, Income: 40690, Poverty: 18.9
Entry(2568): State: Tennessee, Total Pop: 41397, County: Franklin County, Income: 46882, Poverty: 15.0
Entry(2569): State: Tennessee, Total Pop: 13359, County: Grundy County, Income: 31919, Poverty: 28.5
Entry(2570): State: Tennessee, Total Pop: 25813, County: Hardin County, Income: 39092, Poverty: 21.5
Entry(2571): State: Tennessee, Total Pop: 24502, County: Hickman County, Income: 39333, Poverty: 19.7
Entry(2572): State: Tennessee, Total Pop: 17846, County: Johnson County, Income: 32994, Poverty: 25.3
Entry(2573): State: Tennessee, Total Pop: 11944, County: Lewis County, Income: 37092, Poverty: 22.1
Entry(2574): State: Tennessee, Total Pop: 23239, County: Macon County, Income: 35533, Poverty: 18.6
Entry(2575): State: Tennessee, Total Pop: 11830, County: Meigs County, Income: 39786, Poverty: 16.6
Entry(2576): State: Tennessee, Total Pop: 30659, County: Obion County, Income: 38063, Poverty: 23.0
Entry(2577): State: Tennessee, Total Pop: 75565, County: Putnam County, Income: 37802, Poverty: 23.3
Entry(2578): State: Tennessee, Total Pop: 21949, County: Scott County, Income: 31875, Poverty: 26.2
Entry(2579): State: Tennessee, Total Pop: 13248, County: Stewart County, Income: 44090, Poverty: 19.0
Entry(2580): State: Tennessee, Total Pop: 17830, County: Unicoi County, Income: 36576, Poverty: 20.1
Entry(2581): State: Tennessee, Total Pop: 16713, County: Wayne County, Income: 34299, Poverty: 19.6
Entry(2582): State: Tennessee, Total Pop: 46854, County: Bedford County, Income: 47117, Poverty: 16.9
Entry(2583): State: Tennessee, Total Pop: 39824, County: Campbell County, Income: 35377, Poverty: 20.6
Entry(2584): State: Tennessee, Total Pop: 17097, County: Chester County, Income: 43740, Poverty: 18.2
Entry(2585): State: Tennessee, Total Pop: 14554, County: Crockett County, Income: 39692, Poverty: 17.7
Entry(2586): State: Tennessee, Total Pop: 51341, County: Dickson County, Income: 47398, Poverty: 14.5
Entry(2587): State: Tennessee, Total Pop: 49222, County: Gibson County, Income: 41315, Poverty: 17.1
Entry(2588): State: Tennessee, Total Pop: 63465, County: Hamblen County, Income: 42042, Poverty: 19.8
Entry(2589): State: Tennessee, Total Pop: 56402, County: Hawkins County, Income: 38728, Poverty: 19.3
Entry(2590): State: Tennessee, Total Pop: 8188, County: Houston County, Income: 41820, Poverty: 17.1
Entry(2591): State: Tennessee, Total Pop: 452286, County: Knox County, Income: 52458, Poverty: 15.8
Entry(2592): State: Tennessee, Total Pop: 33543, County: Lincoln County, Income: 42153, Poverty: 16.9
Entry(2593): State: Tennessee, Total Pop: 97887, County: Madison County, Income: 44496, Poverty: 20.3
Entry(2594): State: Tennessee, Total Pop: 45698, County: Monroe County, Income: 36931, Poverty: 20.4
Entry(2595): State: Tennessee, Total Pop: 21995, County: Overton County, Income: 36052, Poverty: 19.6
Entry(2596): State: Tennessee, Total Pop: 32478, County: Rhea County, Income: 39368, Poverty: 21.9
Entry(2597): State: Tennessee, Total Pop: 14654, County: Sequatchie County, Income: 51312, Poverty: 14.4
Entry(2598): State: Tennessee, Total Pop: 156519, County: Sullivan County, Income: 42251, Poverty: 16.6
Entry(2599): State: Tennessee, Total Pop: 19176, County: Union County, Income: 40132, Poverty: 21.6
Entry(2600): State: Tennessee, Total Pop: 33776, County: Weakley County, Income: 36550, Poverty: 20.5
Entry(2601): State: Texas, Total Pop: 87700, County: Angelina County, Income: 46472, Poverty: 19.1
Entry(2602): State: Texas, Total Pop: 29292, County: Austin County, Income: 62614, Poverty: 13.4
Entry(2603): State: Texas, Total Pop: 32729, County: Bee County, Income: 45415, Poverty: 19.7
Entry(2604): State: Texas, Total Pop: 17955, County: Bosque County, Income: 48677, Poverty: 15.6
Entry(2605): State: Texas, Total Pop: 1591, County: Briscoe County, Income: 42500, Poverty: 13.9
Entry(2606): State: Texas, Total Pop: 40544, County: Caldwell County, Income: 51346, Poverty: 17.7
Entry(2607): State: Texas, Total Pop: 6033, County: Carson County, Income: 67010, Poverty: 6.4
Entry(2608): State: Texas, Total Pop: 7064, County: Childress County, Income: 40432, Poverty: 19.6
Entry(2609): State: Texas, Total Pop: 914075, County: Collin County, Income: 90124, Poverty: 6.9
Entry(2610): State: Texas, Total Pop: 3858, County: Concho County, Income: 46696, Poverty: 8.5
Entry(2611): State: Texas, Total Pop: 3836, County: Crockett County, Income: 52310, Poverty: 20.9
Entry(2612): State: Texas, Total Pop: 13095, County: Dawson County, Income: 43201, Poverty: 18.5
Entry(2613): State: Texas, Total Pop: 2224, County: Dickens County, Income: 43088, Poverty: 16.6
Entry(2614): State: Texas, Total Pop: 155744, County: Ector County, Income: 59528, Poverty: 12.3
Entry(2615): State: Texas, Total Pop: 17289, County: Falls County, Income: 38834, Poverty: 25.2
Entry(2616): State: Texas, Total Pop: 1414, County: Foard County, Income: 50000, Poverty: 5.7
Entry(2617): State: Texas, Total Pop: 19889, County: Gaines County, Income: 58167, Poverty: 11.0
Entry(2618): State: Texas, Total Pop: 7510, County: Goliad County, Income: 56737, Poverty: 16.4
Entry(2619): State: Texas, Total Pop: 27358, County: Grimes County, Income: 49745, Poverty: 18.6
Entry(2620): State: Texas, Total Pop: 5532, County: Hansford County, Income: 40678, Poverty: 18.7
Entry(2621): State: Texas, Total Pop: 5821, County: Hartley County, Income: 64427, Poverty: 8.1
Entry(2622): State: Texas, Total Pop: 839539, County: Hidalgo County, Income: 37097, Poverty: 31.8
Entry(2623): State: Texas, Total Pop: 22849, County: Houston County, Income: 33552, Poverty: 24.7
Entry(2624): State: Texas, Total Pop: 1592, County: Irion County, Income: 63021, Poverty: 13.5
Entry(2625): State: Texas, Total Pop: 254574, County: Jefferson County, Income: 46315, Poverty: 19.4
Entry(2626): State: Texas, Total Pop: 15051, County: Karnes County, Income: 53051, Poverty: 19.3
Entry(2627): State: Texas, Total Pop: 50761, County: Kerr County, Income: 48698, Poverty: 13.8
Entry(2628): State: Texas, Total Pop: 3753, County: Knox County, Income: 46319, Poverty: 14.7
Entry(2629): State: Texas, Total Pop: 19859, County: Lavaca County, Income: 51708, Poverty: 10.5
Entry(2630): State: Texas, Total Pop: 3495, County: Lipscomb County, Income: 59583, Poverty: 10.5
Entry(2631): State: Texas, Total Pop: 5785, County: Lynn County, Income: 44922, Poverty: 18.0
Entry(2632): State: Texas, Total Pop: 10140, County: Marion County, Income: 36938, Poverty: 22.3
Entry(2633): State: Texas, Total Pop: 48548, County: Medina County, Income: 59305, Poverty: 12.7
Entry(2634): State: Texas, Total Pop: 8774, County: Mitchell County, Income: 52194, Poverty: 7.9
Entry(2635): State: Texas, Total Pop: 1114, County: Motley County, Income: 40598, Poverty: 12.2
Entry(2636): State: Texas, Total Pop: 358484, County: Nueces County, Income: 53317, Poverty: 16.7
Entry(2637): State: Texas, Total Pop: 23574, County: Panola County, Income: 49704, Poverty: 15.3
Entry(2638): State: Texas, Total Pop: 121230, County: Potter County, Income: 41852, Poverty: 21.7
Entry(2639): State: Texas, Total Pop: 3358, County: Real County, Income: 36493, Poverty: 20.2
Entry(2640): State: Texas, Total Pop: 16727, County: Robertson County, Income: 52189, Poverty: 15.2
Entry(2641): State: Texas, Total Pop: 8403, County: San Augustine County, Income: 32394, Poverty: 24.4
Entry(2642): State: Texas, Total Pop: 17346, County: Scurry County, Income: 54565, Poverty: 12.8
Entry(2643): State: Texas, Total Pop: 8650, County: Somervell County, Income: 52346, Poverty: 21.5
Entry(2644): State: Texas, Total Pop: 3894, County: Sutton County, Income: 60996, Poverty: 6.5
Entry(2645): State: Texas, Total Pop: 12755, County: Terry County, Income: 42441, Poverty: 13.7
Entry(2646): State: Texas, Total Pop: 14481, County: Trinity County, Income: 37398, Poverty: 18.4
Entry(2647): State: Texas, Total Pop: 48976, County: Val Verde County, Income: 44609, Poverty: 20.9
Entry(2648): State: Texas, Total Pop: 11498, County: Ward County, Income: 63333, Poverty: 11.6
Entry(2649): State: Texas, Total Pop: 131778, County: Wichita County, Income: 45776, Poverty: 18.9
Entry(2650): State: Texas, Total Pop: 7777, County: Winkler County, Income: 55000, Poverty: 17.9
Entry(2651): State: Texas, Total Pop: 14415, County: Zapata County, Income: 34550, Poverty: 34.1
Entry(2652): State: Texas, Total Pop: 24832, County: Aransas County, Income: 44601, Poverty: 17.8
Entry(2653): State: Texas, Total Pop: 7098, County: Bailey County, Income: 43523, Poverty: 22.3
Entry(2654): State: Texas, Total Pop: 336506, County: Bell County, Income: 52583, Poverty: 14.3
Entry(2655): State: Texas, Total Pop: 93635, County: Bowie County, Income: 46283, Poverty: 17.9
Entry(2656): State: Texas, Total Pop: 7251, County: Brooks County, Income: 24794, Poverty: 41.5
Entry(2657): State: Texas, Total Pop: 21821, County: Calhoun County, Income: 58788, Poverty: 15.8
Entry(2658): State: Texas, Total Pop: 30118, County: Cass County, Income: 41432, Poverty: 18.5
Entry(2659): State: Texas, Total Pop: 10369, County: Clay County, Income: 46863, Poverty: 15.0
Entry(2660): State: Texas, Total Pop: 3026, County: Collingsworth County, Income: 46348, Poverty: 15.0
Entry(2661): State: Texas, Total Pop: 39064, County: Cooke County, Income: 60027, Poverty: 13.9
Entry(2662): State: Texas, Total Pop: 5895, County: Crosby County, Income: 38674, Poverty: 20.8
Entry(2663): State: Texas, Total Pop: 18947, County: Deaf Smith County, Income: 51543, Poverty: 18.0
Entry(2664): State: Texas, Total Pop: 10822, County: Dimmit County, Income: 31384, Poverty: 30.2
Entry(2665): State: Texas, Total Pop: 2111, County: Edwards County, Income: 48462, Poverty: 7.0
Entry(2666): State: Texas, Total Pop: 33787, County: Fannin County, Income: 47875, Poverty: 14.8
Entry(2667): State: Texas, Total Pop: 711421, County: Fort Bend County, Income: 93645, Poverty: 8.1
Entry(2668): State: Texas, Total Pop: 321184, County: Galveston County, Income: 65702, Poverty: 13.9
Entry(2669): State: Texas, Total Pop: 20558, County: Gonzales County, Income: 47516, Poverty: 17.2
Entry(2670): State: Texas, Total Pop: 150889, County: Guadalupe County, Income: 66187, Poverty: 10.6
Entry(2671): State: Texas, Total Pop: 3990, County: Hardeman County, Income: 37995, Poverty: 13.8
Entry(2672): State: Texas, Total Pop: 5806, County: Haskell County, Income: 43529, Poverty: 19.3
Entry(2673): State: Texas, Total Pop: 35098, County: Hill County, Income: 45970, Poverty: 17.5
Entry(2674): State: Texas, Total Pop: 36491, County: Howard County, Income: 50855, Poverty: 13.9
Entry(2675): State: Texas, Total Pop: 8839, County: Jack County, Income: 52829, Poverty: 18.2
Entry(2676): State: Texas, Total Pop: 5262, County: Jim Hogg County, Income: 31403, Poverty: 26.0
Entry(2677): State: Texas, Total Pop: 114852, County: Kaufman County, Income: 63926, Poverty: 12.4
Entry(2678): State: Texas, Total Pop: 4432, County: Kimble County, Income: 41095, Poverty: 22.1
Entry(2679): State: Texas, Total Pop: 49401, County: Lamar County, Income: 42198, Poverty: 17.8
Entry(2680): State: Texas, Total Pop: 16850, County: Lee County, Income: 55741, Poverty: 13.8
Entry(2681): State: Texas, Total Pop: 12043, County: Live Oak County, Income: 51480, Poverty: 16.3
Entry(2682): State: Texas, Total Pop: 8145, County: McCulloch County, Income: 42367, Poverty: 16.3
Entry(2683): State: Texas, Total Pop: 5547, County: Martin County, Income: 71115, Poverty: 7.0
Entry(2684): State: Texas, Total Pop: 2123, County: Menard County, Income: 37917, Poverty: 9.8
Entry(2685): State: Texas, Total Pop: 19406, County: Montague County, Income: 46592, Poverty: 15.5
Entry(2686): State: Texas, Total Pop: 65411, County: Nacogdoches County, Income: 41482, Poverty: 24.9
Entry(2687): State: Texas, Total Pop: 10484, County: Ochiltree County, Income: 50120, Poverty: 13.0
Entry(2688): State: Texas, Total Pop: 125963, County: Parker County, Income: 70608, Poverty: 9.2
Entry(2689): State: Texas, Total Pop: 7191, County: Presidio County, Income: 26486, Poverty: 26.3
Entry(2690): State: Texas, Total Pop: 12353, County: Red River County, Income: 35356, Poverty: 16.5
Entry(2691): State: Texas, Total Pop: 90414, County: Rockwall County, Income: 93269, Poverty: 5.8
Entry(2692): State: Texas, Total Pop: 27436, County: San Jacinto County, Income: 43421, Poverty: 17.2
Entry(2693): State: Texas, Total Pop: 3348, County: Shackelford County, Income: 46685, Poverty: 17.7
Entry(2694): State: Texas, Total Pop: 63420, County: Starr County, Income: 27133, Poverty: 35.0
Entry(2695): State: Texas, Total Pop: 7541, County: Swisher County, Income: 37883, Poverty: 22.2
Entry(2696): State: Texas, Total Pop: 1541, County: Throckmorton County, Income: 37279, Poverty: 17.1
Entry(2697): State: Texas, Total Pop: 21456, County: Tyler County, Income: 44396, Poverty: 15.8
Entry(2698): State: Texas, Total Pop: 53607, County: Van Zandt County, Income: 50061, Poverty: 14.2
Entry(2699): State: Texas, Total Pop: 34667, County: Washington County, Income: 55793, Poverty: 13.2
Entry(2700): State: Texas, Total Pop: 12972, County: Wilbarger County, Income: 43913, Poverty: 16.5
Entry(2701): State: Texas, Total Pop: 63247, County: Wise County, Income: 59081, Poverty: 13.0
Entry(2702): State: Texas, Total Pop: 12152, County: Zavala County, Income: 25988, Poverty: 36.2
Entry(2703): State: Texas, Total Pop: 8793, County: Archer County, Income: 63192, Poverty: 8.8
Entry(2704): State: Texas, Total Pop: 21316, County: Bandera County, Income: 56413, Poverty: 16.5
Entry(2705): State: Texas, Total Pop: 1892004, County: Bexar County, Income: 53999, Poverty: 16.4
Entry(2706): State: Texas, Total Pop: 345995, County: Brazoria County, Income: 76426, Poverty: 9.9
Entry(2707): State: Texas, Total Pop: 37787, County: Brown County, Income: 43062, Poverty: 16.4
Entry(2708): State: Texas, Total Pop: 13660, County: Callahan County, Income: 40945, Poverty: 15.6
Entry(2709): State: Texas, Total Pop: 7891, County: Castro County, Income: 44643, Poverty: 15.9
Entry(2710): State: Texas, Total Pop: 2932, County: Cochran County, Income: 37500, Poverty: 24.8
Entry(2711): State: Texas, Total Pop: 20913, County: Colorado County, Income: 50241, Poverty: 12.0
Entry(2712): State: Texas, Total Pop: 75818, County: Coryell County, Income: 50865, Poverty: 13.3
Entry(2713): State: Texas, Total Pop: 2257, County: Culberson County, Income: 33125, Poverty: 29.4
Entry(2714): State: Texas, Total Pop: 5172, County: Delta County, Income: 42642, Poverty: 22.9
Entry(2715): State: Texas, Total Pop: 3433, County: Donley County, Income: 44429, Poverty: 14.9
Entry(2716): State: Texas, Total Pop: 164092, County: Ellis County, Income: 67371, Poverty: 10.5
Entry(2717): State: Texas, Total Pop: 24963, County: Fayette County, Income: 56941, Poverty: 9.1
Entry(2718): State: Texas, Total Pop: 10639, County: Franklin County, Income: 43967, Poverty: 15.0
Entry(2719): State: Texas, Total Pop: 6739, County: Garza County, Income: 53832, Poverty: 13.5
Entry(2720): State: Texas, Total Pop: 22962, County: Gray County, Income: 48314, Poverty: 14.9
Entry(2721): State: Texas, Total Pop: 34527, County: Hale County, Income: 46012, Poverty: 19.8
Entry(2722): State: Texas, Total Pop: 55993, County: Hardin County, Income: 56131, Poverty: 12.0
Entry(2723): State: Texas, Total Pop: 194843, County: Hays County, Income: 62815, Poverty: 15.3
Entry(2724): State: Texas, Total Pop: 23273, County: Hockley County, Income: 49184, Poverty: 14.9
Entry(2725): State: Texas, Total Pop: 3702, County: Hudspeth County, Income: 26346, Poverty: 35.6
Entry(2726): State: Texas, Total Pop: 14756, County: Jackson County, Income: 58504, Poverty: 13.7
Entry(2727): State: Texas, Total Pop: 41318, County: Jim Wells County, Income: 41103, Poverty: 23.0
Entry(2728): State: Texas, Total Pop: 40306, County: Kendall County, Income: 81023, Poverty: 5.7
Entry(2729): State: Texas, Total Pop: 289, County: King County, Income: 56964, Poverty: 3.5
Entry(2730): State: Texas, Total Pop: 13368, County: Lamb County, Income: 43712, Poverty: 20.5
Entry(2731): State: Texas, Total Pop: 16966, County: Leon County, Income: 44875, Poverty: 16.3
Entry(2732): State: Texas, Total Pop: 20195, County: Llano County, Income: 50524, Poverty: 12.5
Entry(2733): State: Texas, Total Pop: 245720, County: McLennan County, Income: 46262, Poverty: 19.3
Entry(2734): State: Texas, Total Pop: 4122, County: Mason County, Income: 40949, Poverty: 12.6
Entry(2735): State: Texas, Total Pop: 159883, County: Midland County, Income: 75815, Poverty: 8.7
Entry(2736): State: Texas, Total Pop: 535187, County: Montgomery County, Income: 74323, Poverty: 10.3
Entry(2737): State: Texas, Total Pop: 48239, County: Navarro County, Income: 45103, Poverty: 18.8
Entry(2738): State: Texas, Total Pop: 2083, County: Oldham County, Income: 62426, Poverty: 11.1
Entry(2739): State: Texas, Total Pop: 9871, County: Parmer County, Income: 50410, Poverty: 17.3
Entry(2740): State: Texas, Total Pop: 11246, County: Rains County, Income: 48308, Poverty: 13.1
Entry(2741): State: Texas, Total Pop: 14791, County: Reeves County, Income: 49390, Poverty: 13.2
Entry(2742): State: Texas, Total Pop: 10266, County: Runnels County, Income: 41226, Poverty: 16.3
Entry(2743): State: Texas, Total Pop: 66867, County: San Patricio County, Income: 53332, Poverty: 15.2
Entry(2744): State: Texas, Total Pop: 25689, County: Shelby County, Income: 38121, Poverty: 23.1
Entry(2745): State: Texas, Total Pop: 9365, County: Stephens County, Income: 45862, Poverty: 21.3
Entry(2746): State: Texas, Total Pop: 1983675, County: Tarrant County, Income: 62532, Poverty: 13.5
Entry(2747): State: Texas, Total Pop: 32664, County: Titus County, Income: 46980, Poverty: 19.3
Entry(2748): State: Texas, Total Pop: 40506, County: Upshur County, Income: 48796, Poverty: 13.8
Entry(2749): State: Texas, Total Pop: 91518, County: Victoria County, Income: 55740, Poverty: 14.8
Entry(2750): State: Texas, Total Pop: 269624, County: Webb County, Income: 40442, Poverty: 31.5
Entry(2751): State: Texas, Total Pop: 21839, County: Willacy County, Income: 29104, Poverty: 35.6
Entry(2752): State: Texas, Total Pop: 43315, County: Wood County, Income: 48038, Poverty: 13.3
Entry(2753): State: Texas, Total Pop: 57747, County: Anderson County, Income: 42313, Poverty: 15.7
Entry(2754): State: Texas, Total Pop: 1929, County: Armstrong County, Income: 68750, Poverty: 7.5
Entry(2755): State: Texas, Total Pop: 80306, County: Bastrop County, Income: 59185, Poverty: 13.3
Entry(2756): State: Texas, Total Pop: 11089, County: Blanco County, Income: 58500, Poverty: 10.8
Entry(2757): State: Texas, Total Pop: 214231, County: Brazos County, Income: 43907, Poverty: 26.0
Entry(2758): State: Texas, Total Pop: 17596, County: Burleson County, Income: 52510, Poverty: 15.1
Entry(2759): State: Texas, Total Pop: 420201, County: Cameron County, Income: 36095, Poverty: 31.2
Entry(2760): State: Texas, Total Pop: 39283, County: Chambers County, Income: 74368, Poverty: 12.9
Entry(2761): State: Texas, Total Pop: 3238, County: Coke County, Income: 42500, Poverty: 16.6
Entry(2762): State: Texas, Total Pop: 129100, County: Comal County, Income: 73655, Poverty: 9.2
Entry(2763): State: Texas, Total Pop: 1498, County: Cottle County, Income: 33534, Poverty: 24.5
Entry(2764): State: Texas, Total Pop: 7207, County: Dallam County, Income: 45580, Poverty: 15.9
Entry(2765): State: Texas, Total Pop: 781321, County: Denton County, Income: 80290, Poverty: 8.4
Entry(2766): State: Texas, Total Pop: 11434, County: Duval County, Income: 35443, Poverty: 25.2
Entry(2767): State: Texas, Total Pop: 834825, County: El Paso County, Income: 43244, Poverty: 21.7
Entry(2768): State: Texas, Total Pop: 3875, County: Fisher County, Income: 45294, Poverty: 17.4
Entry(2769): State: Texas, Total Pop: 19646, County: Freestone County, Income: 45890, Poverty: 17.3
Entry(2770): State: Texas, Total Pop: 25939, County: Gillespie County, Income: 56267, Poverty: 12.4
Entry(2771): State: Texas, Total Pop: 126146, County: Grayson County, Income: 52683, Poverty: 14.3
Entry(2772): State: Texas, Total Pop: 3102, County: Hall County, Income: 31324, Poverty: 22.2
Entry(2773): State: Texas, Total Pop: 4525519, County: Harris County, Income: 57791, Poverty: 16.8
Entry(2774): State: Texas, Total Pop: 4152, County: Hemphill County, Income: 68679, Poverty: 8.8
Entry(2775): State: Texas, Total Pop: 55418, County: Hood County, Income: 60275, Poverty: 12.3
Entry(2776): State: Texas, Total Pop: 90322, County: Hunt County, Income: 49319, Poverty: 18.8
Entry(2777): State: Texas, Total Pop: 35444, County: Jasper County, Income: 41960, Poverty: 16.8
Entry(2778): State: Texas, Total Pop: 160173, County: Johnson County, Income: 60458, Poverty: 11.0
Entry(2779): State: Texas, Total Pop: 564, County: Kenedy County, Income: 24800, Poverty: 24.8
Entry(2780): State: Texas, Total Pop: 3631, County: Kinney County, Income: 34926, Poverty: 10.6
Entry(2781): State: Texas, Total Pop: 20473, County: Lampasas County, Income: 54467, Poverty: 12.0
Entry(2782): State: Texas, Total Pop: 79884, County: Liberty County, Income: 48344, Poverty: 16.2
Entry(2783): State: Texas, Total Pop: 74, County: Loving County, Income: 80938, Poverty: 17.1
Entry(2784): State: Texas, Total Pop: 600, County: McMullen County, Income: 71389, Poverty: 7.0
Entry(2785): State: Texas, Total Pop: 36744, County: Matagorda County, Income: 44896, Poverty: 20.6
Entry(2786): State: Texas, Total Pop: 24479, County: Milam County, Income: 41768, Poverty: 16.0
Entry(2787): State: Texas, Total Pop: 22016, County: Moore County, Income: 52469, Poverty: 16.9
Entry(2788): State: Texas, Total Pop: 14187, County: Newton County, Income: 40180, Poverty: 15.7
Entry(2789): State: Texas, Total Pop: 83909, County: Orange County, Income: 53667, Poverty: 14.2
Entry(2790): State: Texas, Total Pop: 15804, County: Pecos County, Income: 50543, Poverty: 11.5
Entry(2791): State: Texas, Total Pop: 130552, County: Randall County, Income: 65564, Poverty: 9.6
Entry(2792): State: Texas, Total Pop: 7293, County: Refugio County, Income: 50338, Poverty: 16.6
Entry(2793): State: Texas, Total Pop: 53026, County: Rusk County, Income: 49270, Poverty: 15.8
Entry(2794): State: Texas, Total Pop: 5851, County: San Saba County, Income: 40301, Poverty: 17.4
Entry(2795): State: Texas, Total Pop: 3067, County: Sherman County, Income: 54961, Poverty: 14.8
Entry(2796): State: Texas, Total Pop: 1139, County: Sterling County, Income: 50000, Poverty: 17.0
Entry(2797): State: Texas, Total Pop: 135371, County: Taylor County, Income: 49161, Poverty: 16.1
Entry(2798): State: Texas, Total Pop: 116906, County: Tom Green County, Income: 49662, Poverty: 12.9
Entry(2799): State: Texas, Total Pop: 3575, County: Upton County, Income: 52750, Poverty: 18.0
Entry(2800): State: Texas, Total Pop: 70818, County: Walker County, Income: 41456, Poverty: 24.3
Entry(2801): State: Texas, Total Pop: 41430, County: Wharton County, Income: 50145, Poverty: 17.5
Entry(2802): State: Texas, Total Pop: 508313, County: Williamson County, Income: 79123, Poverty: 7.0
Entry(2803): State: Texas, Total Pop: 8481, County: Yoakum County, Income: 62500, Poverty: 12.3
Entry(2804): State: Texas, Total Pop: 17577, County: Andrews County, Income: 70753, Poverty: 11.9
Entry(2805): State: Texas, Total Pop: 48139, County: Atascosa County, Income: 55194, Poverty: 14.6
Entry(2806): State: Texas, Total Pop: 3602, County: Baylor County, Income: 36157, Poverty: 13.1
Entry(2807): State: Texas, Total Pop: 602, County: Borden County, Income: 77708, Poverty: 2.8
Entry(2808): State: Texas, Total Pop: 9220, County: Brewster County, Income: 38906, Poverty: 10.9
Entry(2809): State: Texas, Total Pop: 45017, County: Burnet County, Income: 57173, Poverty: 12.3
Entry(2810): State: Texas, Total Pop: 12670, County: Camp County, Income: 41811, Poverty: 17.4
Entry(2811): State: Texas, Total Pop: 51594, County: Cherokee County, Income: 44294, Poverty: 18.7
Entry(2812): State: Texas, Total Pop: 8422, County: Coleman County, Income: 40804, Poverty: 20.3
Entry(2813): State: Texas, Total Pop: 13492, County: Comanche County, Income: 42419, Poverty: 18.2
Entry(2814): State: Texas, Total Pop: 4836, County: Crane County, Income: 63935, Poverty: 11.8
Entry(2815): State: Texas, Total Pop: 2552213, County: Dallas County, Income: 53626, Poverty: 17.7
Entry(2816): State: Texas, Total Pop: 20474, County: DeWitt County, Income: 50960, Poverty: 16.0
Entry(2817): State: Texas, Total Pop: 18278, County: Eastland County, Income: 32135, Poverty: 17.4
Entry(2818): State: Texas, Total Pop: 41016, County: Erath County, Income: 47013, Poverty: 22.6
Entry(2819): State: Texas, Total Pop: 5953, County: Floyd County, Income: 48767, Poverty: 18.2
Entry(2820): State: Texas, Total Pop: 19110, County: Frio County, Income: 37382, Poverty: 20.3
Entry(2821): State: Texas, Total Pop: 1420, County: Glasscock County, Income: 64886, Poverty: 11.6
Entry(2822): State: Texas, Total Pop: 123402, County: Gregg County, Income: 47970, Poverty: 17.6
Entry(2823): State: Texas, Total Pop: 8220, County: Hamilton County, Income: 46611, Poverty: 16.1
Entry(2824): State: Texas, Total Pop: 66606, County: Harrison County, Income: 48644, Poverty: 17.9
Entry(2825): State: Texas, Total Pop: 79687, County: Henderson County, Income: 44888, Poverty: 18.0
